F nodo 1  -15.3061 
F nodo 2  -91.8367 
F nodo 3  -183.6735 
F nodo 4  -275.5102 
F nodo 5  -367.3469 
F nodo 6  -459.1837 
F nodo 7  -551.0204 
F nodo 8  -306.1224 
