5.000000e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+02
5.000000e+01 2.505000e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.010000e+01 1.000000e+02
5.000000e+01 2.499990e+01 1.255005e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.510010e+01 4.999980e+01 1.000000e+02
5.000000e+01 3.128758e+01 1.249985e+01 6.287575e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.257515e+01 2.499970e+01 6.257515e+01 1.000000e+02
5.000000e+01 3.124985e+01 1.880015e+01 6.249850e+00 3.150075e+00 0.000000e+00 6.300150e+00 1.249970e+01 3.760030e+01 6.249970e+01 1.000000e+02
5.000000e+01 3.440638e+01 1.874975e+01 1.098456e+01 3.124874e+00 4.734563e+00 6.249749e+00 2.196913e+01 3.749950e+01 6.881275e+01 1.000000e+02
5.000000e+01 3.437481e+01 2.270336e+01 1.093722e+01 7.869033e+00 4.687217e+00 1.336605e+01 2.187443e+01 4.540672e+01 6.874962e+01 1.000000e+02
5.000000e+01 3.635563e+01 2.265592e+01 1.529489e+01 7.812104e+00 1.062940e+01 1.328066e+01 2.940141e+01 4.531184e+01 7.271127e+01 1.000000e+02
5.000000e+01 3.632790e+01 2.583160e+01 1.523389e+01 1.297245e+01 1.054621e+01 2.002887e+01 2.929604e+01 5.106783e+01 7.265581e+01 1.000000e+02
5.000000e+01 3.791898e+01 2.578080e+01 1.941036e+01 1.288989e+01 1.651257e+01 1.992091e+01 3.556086e+01 5.097574e+01 7.553967e+01 1.000000e+02
5.000000e+01 3.789034e+01 2.867044e+01 1.933519e+01 1.797161e+01 1.640518e+01 2.604894e+01 3.544810e+01 5.555941e+01 7.548777e+01 1.000000e+02
5.000000e+01 3.933811e+01 2.861265e+01 2.332900e+01 1.786998e+01 2.202149e+01 2.592640e+01 4.081489e+01 5.546775e+01 7.778429e+01 1.000000e+02
5.000000e+01 3.930626e+01 3.133899e+01 2.324114e+01 2.268485e+01 2.189794e+01 3.142917e+01 4.069684e+01 5.930725e+01 7.773377e+01 1.000000e+02
5.000000e+01 4.067222e+01 3.127357e+01 2.701946e+01 2.256931e+01 2.706733e+01 3.129713e+01 4.537756e+01 5.921512e+01 7.965747e+01 1.000000e+02
5.000000e+01 4.063671e+01 3.385099e+01 2.692125e+01 2.705235e+01 2.693295e+01 3.623229e+01 4.525588e+01 6.252412e+01 7.960746e+01 1.000000e+02
5.000000e+01 4.192807e+01 3.377884e+01 3.045873e+01 2.692685e+01 3.165174e+01 3.609414e+01 4.938645e+01 6.243149e+01 8.126537e+01 1.000000e+02
5.000000e+01 4.188934e+01 3.619823e+01 3.035263e+01 3.106349e+01 3.151021e+01 4.052794e+01 4.926257e+01 6.533170e+01 8.121564e+01 1.000000e+02
5.000000e+01 4.310153e+01 3.612083e+01 3.363742e+01 3.093116e+01 3.580429e+01 4.038611e+01 5.293716e+01 6.523892e+01 8.266875e+01 1.000000e+02
5.000000e+01 4.306033e+01 3.837397e+01 3.352577e+01 3.472843e+01 3.565834e+01 4.437869e+01 5.281226e+01 6.780808e+01 8.261936e+01 1.000000e+02
5.000000e+01 4.418924e+01 3.829289e+01 3.655725e+01 3.459178e+01 3.956135e+01 4.423502e+01 5.609995e+01 6.771563e+01 8.390661e+01 1.000000e+02
5.000000e+01 4.414636e+01 4.037741e+01 3.644211e+01 3.806624e+01 3.941310e+01 4.783784e+01 5.597507e+01 7.000785e+01 8.385772e+01 1.000000e+02
5.000000e+01 4.519079e+01 4.029407e+01 3.922738e+01 3.792733e+01 4.295912e+01 4.769380e+01 5.892874e+01 6.991621e+01 8.500622e+01 1.000000e+02
5.000000e+01 4.514695e+01 4.221291e+01 3.911046e+01 4.109958e+01 4.281027e+01 5.095043e+01 5.880476e+01 7.197158e+01 8.495801e+01 1.000000e+02
5.000000e+01 4.610838e+01 4.212854e+01 4.166134e+01 4.096009e+01 4.603143e+01 5.080723e+01 6.146632e+01 7.188120e+01 8.598785e+01 1.000000e+02
5.000000e+01 4.606418e+01 4.388837e+01 4.154408e+01 4.385216e+01 4.588336e+01 5.375476e+01 6.134397e+01 7.373078e+01 8.594051e+01 1.000000e+02
5.000000e+01 4.694595e+01 4.380396e+01 4.387492e+01 4.371344e+01 4.880930e+01 5.361338e+01 6.374757e+01 7.364206e+01 8.686724e+01 1.000000e+02
5.000000e+01 4.690189e+01 4.541364e+01 4.375847e+01 4.634737e+01 4.866312e+01 5.628376e+01 6.362748e+01 7.531073e+01 8.682094e+01 1.000000e+02
5.000000e+01 4.770843e+01 4.533001e+01 4.588475e+01 4.621052e+01 5.132087e+01 5.614503e+01 6.580159e+01 7.522404e+01 8.765703e+01 1.000000e+02
5.000000e+01 4.766492e+01 4.679952e+01 4.577004e+01 4.860759e+01 5.117749e+01 5.856606e+01 6.568430e+01 7.673232e+01 8.761193e+01 1.000000e+02
