-5.000000e+01 -2.500000e+01 0.000000e+00 0.000000e+00 5.000000e+01 1.000000e+02
-3.161801e+01 -2.274976e+01 -5.589533e+00 1.597361e+01 4.639854e+01 6.355230e+01
-2.368653e+01 -1.794128e+01 -2.769033e+00 1.839366e+01 3.961230e+01 4.909523e+01
-1.794424e+01 -1.310951e+01 1.029957e-01 1.790830e+01 3.386913e+01 4.040242e+01
-1.307011e+01 -8.924402e+00 2.265397e+00 1.683071e+01 2.926966e+01 3.418738e+01
-8.925446e+00 -5.434740e+00 3.871059e+00 1.571811e+01 2.559166e+01 2.943326e+01
-5.459425e+00 -2.564094e+00 5.094295e+00 1.471898e+01 2.263542e+01 2.569023e+01
-2.596468e+00 -2.168911e-01 6.048926e+00 1.386620e+01 2.024931e+01 2.270137e+01
-2.490394e-01 1.696448e+00 6.806234e+00 1.315519e+01 1.831829e+01 2.029672e+01
1.667635e+00 3.253560e+00 7.413045e+00 1.256942e+01 1.675314e+01 1.835404e+01
3.228922e+00 4.519621e+00 7.902116e+00 1.208992e+01 1.548342e+01 1.678093e+01
4.499048e+00 5.548518e+00 8.297610e+00 1.169877e+01 1.445287e+01 1.550543e+01
5.531553e+00 6.384442e+00 8.618036e+00 1.138032e+01 1.361619e+01 1.447048e+01
6.370548e+00 7.063480e+00 8.877921e+00 1.112133e+01 1.293681e+01 1.363038e+01
7.052143e+00 7.615028e+00 9.088827e+00 1.091083e+01 1.238510e+01 1.294828e+01
7.605797e+00 8.063001e+00 9.260044e+00 1.073980e+01 1.193706e+01 1.239439e+01
8.055492e+00 8.426839e+00 9.399066e+00 1.060086e+01 1.157319e+01 1.194459e+01
8.420736e+00 8.722338e+00 9.511958e+00 1.048801e+01 1.127767e+01 1.157930e+01
8.717379e+00 8.962334e+00 9.603638e+00 1.039635e+01 1.103767e+01 1.128264e+01
8.958305e+00 9.157249e+00 9.678094e+00 1.032190e+01 1.084275e+01 1.104170e+01
9.153977e+00 9.315552e+00 9.738562e+00 1.026143e+01 1.068445e+01 1.084603e+01
9.312894e+00 9.444119e+00 9.787672e+00 1.021233e+01 1.055588e+01 1.068711e+01
9.441961e+00 9.548537e+00 9.827556e+00 1.017244e+01 1.045146e+01 1.055804e+01
9.546783e+00 9.633340e+00 9.859948e+00 1.014005e+01 1.036666e+01 1.045322e+01
9.631916e+00 9.702214e+00 9.886256e+00 1.011374e+01 1.029779e+01 1.036808e+01
9.701057e+00 9.758150e+00 9.907622e+00 1.009238e+01 1.024185e+01 1.029894e+01
9.757211e+00 9.803580e+00 9.924974e+00 1.007503e+01 1.019642e+01 1.024279e+01
9.802817e+00 9.840475e+00 9.939067e+00 1.006093e+01 1.015952e+01 1.019718e+01
9.839856e+00 9.870441e+00 9.950513e+00 1.004949e+01 1.012956e+01 1.016014e+01
9.869938e+00 9.894777e+00 9.959808e+00 1.004019e+01 1.010522e+01 1.013006e+01
9.894369e+00 9.914542e+00 9.967358e+00 1.003264e+01 1.008546e+01 1.010563e+01
9.914211e+00 9.930595e+00 9.973490e+00 1.002651e+01 1.006941e+01 1.008579e+01
9.930325e+00 9.943632e+00 9.978469e+00 1.002153e+01 1.005637e+01 1.006967e+01
9.943413e+00 9.954220e+00 9.982514e+00 1.001749e+01 1.004578e+01 1.005659e+01
9.954042e+00 9.962820e+00 9.985798e+00 1.001420e+01 1.003718e+01 1.004596e+01
9.962675e+00 9.969804e+00 9.988466e+00 1.001153e+01 1.003020e+01 1.003732e+01
9.969686e+00 9.975476e+00 9.990633e+00 1.000937e+01 1.002452e+01 1.003031e+01
9.975380e+00 9.980082e+00 9.992392e+00 1.000761e+01 1.001992e+01 1.002462e+01
9.980005e+00 9.983824e+00 9.993821e+00 1.000618e+01 1.001618e+01 1.001999e+01
9.983761e+00 9.986862e+00 9.994982e+00 1.000502e+01 1.001314e+01 1.001624e+01
9.986811e+00 9.989330e+00 9.995924e+00 1.000408e+01 1.001067e+01 1.001319e+01
9.989289e+00 9.991334e+00 9.996690e+00 1.000331e+01 1.000867e+01 1.001071e+01
9.991301e+00 9.992962e+00 9.997312e+00 1.000269e+01 1.000704e+01 1.000870e+01
9.992935e+00 9.994284e+00 9.997817e+00 1.000218e+01 1.000572e+01 1.000707e+01
9.994262e+00 9.995358e+00 9.998227e+00 1.000177e+01 1.000464e+01 1.000574e+01
9.995340e+00 9.996230e+00 9.998560e+00 1.000144e+01 1.000377e+01 1.000466e+01
9.996215e+00 9.996938e+00 9.998830e+00 1.000117e+01 1.000306e+01 1.000378e+01
9.996926e+00 9.997513e+00 9.999050e+00 1.000095e+01 1.000249e+01 1.000307e+01
9.997504e+00 9.997980e+00 9.999229e+00 1.000077e+01 1.000202e+01 1.000250e+01
9.997972e+00 9.998360e+00 9.999373e+00 1.000063e+01 1.000164e+01 1.000203e+01
9.998353e+00 9.998668e+00 9.999491e+00 1.000051e+01 1.000133e+01 1.000165e+01
9.998663e+00 9.998918e+00 9.999587e+00 1.000041e+01 1.000108e+01 1.000134e+01
9.998914e+00 9.999121e+00 9.999664e+00 1.000034e+01 1.000088e+01 1.000109e+01
9.999118e+00 9.999286e+00 9.999727e+00 1.000027e+01 1.000071e+01 1.000088e+01
