5.000000e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+02
5.000000e+01 1.838199e+01 4.500474e+00 7.202924e+00 3.644770e+01 1.000000e+02
5.000000e+01 2.631347e+01 1.411745e+01 2.077540e+01 5.090477e+01 1.000000e+02
5.000000e+01 3.205576e+01 2.378098e+01 3.226175e+01 5.959758e+01 1.000000e+02
5.000000e+01 3.692989e+01 3.215120e+01 4.146068e+01 6.581262e+01 1.000000e+02
5.000000e+01 4.107455e+01 3.913052e+01 4.881667e+01 7.056674e+01 1.000000e+02
5.000000e+01 4.454058e+01 4.487181e+01 5.472916e+01 7.430977e+01 1.000000e+02
5.000000e+01 4.740353e+01 4.956622e+01 5.950138e+01 7.729863e+01 1.000000e+02
5.000000e+01 4.975096e+01 5.339290e+01 6.336343e+01 7.970328e+01 1.000000e+02
5.000000e+01 5.166763e+01 5.650712e+01 6.649373e+01 8.164596e+01 1.000000e+02
5.000000e+01 5.322892e+01 5.903924e+01 6.903315e+01 8.321907e+01 1.000000e+02
5.000000e+01 5.449905e+01 6.109704e+01 7.109427e+01 8.449457e+01 1.000000e+02
5.000000e+01 5.553155e+01 6.276888e+01 7.276763e+01 8.552952e+01 1.000000e+02
5.000000e+01 5.637055e+01 6.412696e+01 7.412639e+01 8.636962e+01 1.000000e+02
5.000000e+01 5.705214e+01 6.523006e+01 7.522980e+01 8.705172e+01 1.000000e+02
5.000000e+01 5.760580e+01 6.612600e+01 7.612588e+01 8.760561e+01 1.000000e+02
5.000000e+01 5.805549e+01 6.685368e+01 7.685362e+01 8.805541e+01 1.000000e+02
5.000000e+01 5.842074e+01 6.744468e+01 7.744465e+01 8.842070e+01 1.000000e+02
5.000000e+01 5.871738e+01 6.792467e+01 7.792466e+01 8.871736e+01 1.000000e+02
5.000000e+01 5.895831e+01 6.831450e+01 7.831449e+01 8.895830e+01 1.000000e+02
5.000000e+01 5.915398e+01 6.863110e+01 7.863110e+01 8.915397e+01 1.000000e+02
5.000000e+01 5.931289e+01 6.888824e+01 7.888824e+01 8.931289e+01 1.000000e+02
5.000000e+01 5.944196e+01 6.909707e+01 7.909707e+01 8.944196e+01 1.000000e+02
5.000000e+01 5.954678e+01 6.926668e+01 7.926668e+01 8.954678e+01 1.000000e+02
5.000000e+01 5.963192e+01 6.940443e+01 7.940443e+01 8.963192e+01 1.000000e+02
5.000000e+01 5.970106e+01 6.951630e+01 7.951630e+01 8.970106e+01 1.000000e+02
5.000000e+01 5.975721e+01 6.960716e+01 7.960716e+01 8.975721e+01 1.000000e+02
5.000000e+01 5.980282e+01 6.968095e+01 7.968095e+01 8.980282e+01 1.000000e+02
5.000000e+01 5.983986e+01 6.974088e+01 7.974088e+01 8.983986e+01 1.000000e+02
5.000000e+01 5.986994e+01 6.978955e+01 7.978955e+01 8.986994e+01 1.000000e+02
5.000000e+01 5.989437e+01 6.982908e+01 7.982908e+01 8.989437e+01 1.000000e+02
5.000000e+01 5.991421e+01 6.986119e+01 7.986119e+01 8.991421e+01 1.000000e+02
5.000000e+01 5.993033e+01 6.988726e+01 7.988726e+01 8.993033e+01 1.000000e+02
5.000000e+01 5.994341e+01 6.990844e+01 7.990844e+01 8.994341e+01 1.000000e+02
5.000000e+01 5.995404e+01 6.992564e+01 7.992564e+01 8.995404e+01 1.000000e+02
5.000000e+01 5.996268e+01 6.993961e+01 7.993961e+01 8.996268e+01 1.000000e+02
5.000000e+01 5.996969e+01 6.995095e+01 7.995095e+01 8.996969e+01 1.000000e+02
5.000000e+01 5.997538e+01 6.996016e+01 7.996016e+01 8.997538e+01 1.000000e+02
5.000000e+01 5.998001e+01 6.996765e+01 7.996765e+01 8.998001e+01 1.000000e+02
5.000000e+01 5.998376e+01 6.997372e+01 7.997372e+01 8.998376e+01 1.000000e+02
5.000000e+01 5.998681e+01 6.997866e+01 7.997866e+01 8.998681e+01 1.000000e+02
5.000000e+01 5.998929e+01 6.998267e+01 7.998267e+01 8.998929e+01 1.000000e+02
5.000000e+01 5.999130e+01 6.998592e+01 7.998592e+01 8.999130e+01 1.000000e+02
5.000000e+01 5.999293e+01 6.998857e+01 7.998857e+01 8.999293e+01 1.000000e+02
5.000000e+01 5.999426e+01 6.999072e+01 7.999072e+01 8.999426e+01 1.000000e+02
5.000000e+01 5.999534e+01 6.999246e+01 7.999246e+01 8.999534e+01 1.000000e+02
5.000000e+01 5.999622e+01 6.999388e+01 7.999388e+01 8.999622e+01 1.000000e+02
5.000000e+01 5.999693e+01 6.999503e+01 7.999503e+01 8.999693e+01 1.000000e+02
5.000000e+01 5.999750e+01 6.999596e+01 7.999596e+01 8.999750e+01 1.000000e+02
5.000000e+01 5.999797e+01 6.999672e+01 7.999672e+01 8.999797e+01 1.000000e+02
5.000000e+01 5.999835e+01 6.999734e+01 7.999734e+01 8.999835e+01 1.000000e+02
5.000000e+01 5.999866e+01 6.999784e+01 7.999784e+01 8.999866e+01 1.000000e+02
5.000000e+01 5.999891e+01 6.999824e+01 7.999824e+01 8.999891e+01 1.000000e+02
5.000000e+01 5.999912e+01 6.999857e+01 7.999857e+01 8.999912e+01 1.000000e+02
