-5.000000e+01 -2.500000e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.000000e+01 1.000000e+02
-2.495000e+01 -2.500000e+01 -1.252500e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.505000e+01 5.000000e+01 4.990000e+01
-2.500010e+01 -1.872498e+01 -1.249995e+01 -6.275025e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.255005e+01 2.499990e+01 3.744995e+01 5.000020e+01
-1.871242e+01 -1.875008e+01 -1.250000e+01 -6.249925e+00 -3.143788e+00 0.000000e+00 6.287575e+00 1.249985e+01 2.500000e+01 3.750015e+01 3.742485e+01
-1.875015e+01 -1.559992e+01 -1.250000e+01 -7.825038e+00 -3.124925e+00 1.575038e+00 6.249850e+00 1.565008e+01 2.500000e+01 3.119985e+01 3.750030e+01
-1.559362e+01 -1.562513e+01 -1.171091e+01 -7.812437e+00 -3.125000e+00 1.562437e+00 8.617282e+00 1.562487e+01 2.342181e+01 3.125025e+01 3.118725e+01
-1.562519e+01 -1.364832e+01 -1.171880e+01 -7.417164e+00 -3.125000e+00 2.748508e+00 8.593609e+00 1.602034e+01 2.343759e+01 2.729664e+01 3.125038e+01
-1.364437e+01 -1.367204e+01 -1.053037e+01 -7.421908e+00 -2.332747e+00 2.734276e+00 9.386004e+00 1.601559e+01 2.165493e+01 2.734408e+01 2.728873e+01
-1.367210e+01 -1.208420e+01 -1.054701e+01 -6.429578e+00 -2.343838e+00 3.528213e+00 9.374912e+00 1.551948e+01 2.167989e+01 2.446609e+01 2.734419e+01
-1.208102e+01 -1.210960e+01 -9.254308e+00 -6.445454e+00 -1.448896e+00 3.515511e+00 9.524143e+00 1.552741e+01 1.998941e+01 2.451213e+01 2.446033e+01
-1.210966e+01 -1.066478e+01 -9.277575e+00 -5.349414e+00 -1.465004e+00 4.038668e+00 9.521458e+00 1.475523e+01 2.001983e+01 2.222029e+01 2.451223e+01
-1.066189e+01 -1.069367e+01 -8.004557e+00 -5.371333e+00 -6.537539e-01 4.028206e+00 9.396702e+00 1.477068e+01 1.848470e+01 2.226613e+01 2.221571e+01
