6.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e+01
7.500000000000000000e+01 3.757106859037099866e+01 2.281814133261996957e+01 1.591723000202605220e+01 1.217105310199418966e+01 9.889117949030499233e+00 8.377626936609063435e+00 7.314647887648248137e+00 6.534148204527141957e+00 5.942790567072556485e+00 5.484394952657876132e+00 5.123295207564669163e+00 4.835906162989696000e+00 4.606162756674033965e+00 4.422920360438000742e+00 4.278413028018269948e+00 4.167316693392265847e+00 4.086179801596387051e+00 4.033094106473493312e+00 4.007539512182920483e+00 4.010375244068617562e+00 4.043979525059255842e+00 4.112571432056119747e+00 4.222792956549928256e+00 4.384705038789386222e+00 4.613496416694345292e+00 4.932505283831178033e+00 5.378826059624251421e+00 6.014392503164440740e+00 6.949659021109312107e+00 8.399060752751424275e+00 1.082498215155656851e+01 1.535430192474491840e+01 2.511844765061835005e+01 5.000000000000000000e+01
7.500000000000000000e+01 5.246613302886403574e+01 3.778426673808283454e+01 2.867972557349004248e+01 2.287786445692020720e+01 1.900779175751874206e+01 1.630674190975750903e+01 1.434681640945678716e+01 1.287915436338776587e+01 1.175261911110520607e+01 1.087149403599427977e+01 1.017287971461110629e+01 9.614166687720082649e+00 9.165824503268439116e+00 8.807105657059699055e+00 8.523415058242811426e+00 8.304673943954407278e+00 8.144308406519787269e+00 8.038657112114666603e+00 7.986688698189570168e+00 7.989981939032293035e+00 8.052971424112286059e+00 8.183513246615293113e+00 8.393895355354207055e+00 8.702530781913269564e+00 9.136775344156816914e+00 9.737698659006117197e+00 1.056840645150138691e+01 1.172908493192419677e+01 1.338518282852138341e+01 1.582160183833982003e+01 1.954656592872992604e+01 2.547377789680475502e+01 3.511948867772847649e+01 5.000000000000000000e+01
7.500000000000000000e+01 5.950919678700231685e+01 4.717306701735728325e+01 3.813954109693111150e+01 3.165288739467785817e+01 2.695744271436675277e+01 2.349473253544544704e+01 2.088672147703362114e+01 1.888303372846190697e+01 1.731703747796623105e+01 1.607608236560292525e+01 1.508256292716539626e+01 1.428205637001108919e+01 1.363586291161992570e+01 1.311626270628954849e+01 1.270346760393885610e+01 1.238365561766276635e+01 1.214772276841368814e+01 1.199053723727579879e+01 1.191057622942839700e+01 1.190989238975870279e+01 1.199441098574229692e+01 1.217461477493856314e+01 1.246674443633833818e+01 1.289474738935267339e+01 1.349337551901352761e+01 1.431310755653507982e+01 1.542801615545099203e+01 1.694835794450955646e+01 1.904038552271221008e+01 2.195559784335654285e+01 2.606590182821856416e+01 3.187475505601568315e+01 3.988572916349078668e+01 5.000000000000000000e+01
7.500000000000000000e+01 6.339758710178799817e+01 5.325926344741284169e+01 4.505248440219926920e+01 3.863670131049330081e+01 3.367435916982498867e+01 2.982802404062390522e+01 2.682230323477032030e+01 2.444922159546002050e+01 2.255641470669487703e+01 2.103323502128580103e+01 1.979923325843646609e+01 1.879563295353894858e+01 1.797930806691063310e+01 1.731861465253970422e+01 1.679053703356030525e+01 1.637875815434410498e+01 1.607238981219640905e+01 1.586519283914644340e+01 1.575518659248952424e+01 1.574460040483181977e+01 1.584016535415963745e+01 1.605379043105831371e+01 1.640372022570790733e+01 1.691633882014555823e+01 1.762887178600954385e+01 1.859333989266968601e+01 1.988219266925795381e+01 2.159594516795082697e+01 2.387240347446135402e+01 2.689450218415557714e+01 3.088668848477210460e+01 3.607361133554866939e+01 4.254867292021894087e+01 5.000000000000000000e+01
7.500000000000000000e+01 6.582188817273686254e+01 5.741391526830680903e+01 5.017443175395982280e+01 4.416707427527108365e+01 3.927526861381598877e+01 3.532070122245487198e+01 3.212524582596374501e+01 2.953513471191298834e+01 2.742616473206744487e+01 2.570120975440892508e+01 2.428550213175568828e+01 2.312193411879763971e+01 2.216712174994393436e+01 2.138835080339831762e+01 2.076130772341855035e+01 2.026845015395694105e+01 1.989788548688141034e+01 1.964265771462405041e+01 1.950037689655144035e+01 1.947315728291941284e+01 1.956785959500611227e+01 1.979666136942715227e+01 2.017800721528944408e+01 2.073801587951210834e+01 2.151243291220940179e+01 2.254918755887617010e+01 2.391146946096028714e+01 2.568082658357444004e+01 2.795878102302678769e+01 3.086331893403232129e+01 3.451273859116559350e+01 3.898432888118796313e+01 4.423535118183632875e+01 5.000000000000000000e+01
7.500000000000000000e+01 6.747605032085259325e+01 6.040007769911771618e+01 5.406425307006215775e+01 4.858189542281525064e+01 4.393893978771304631e+01 4.005426640941584537e+01 3.682284413471681717e+01 3.413990669416073587e+01 3.191189975525297839e+01 3.005993713252675192e+01 2.851963139537974357e+01 2.723947963995200183e+01 2.617889401066913990e+01 2.530635908769108156e+01 2.459789290275863038e+01 2.403584925118370208e+01 2.360804426674823731e+01 2.330717563591690933e+01 2.313050599617278635e+01 2.307979223528827006e+01 2.316145437351823944e+01 2.338698823635473545e+01 2.377363138651061902e+01 2.434528457040402927e+01 2.513365642443978487e+01 2.617950796966530902e+01 2.753367103213262013e+01 2.925711068235985834e+01 3.141857510003902476e+01 3.408725393778133395e+01 3.731661806466999565e+01 4.111561441620131063e+01 4.540840292593837546e+01 5.000000000000000000e+01
7.500000000000000000e+01 6.868223541155579426e+01 6.264609213724931180e+01 5.710060740435587689e+01 5.215731455821467932e+01 4.784432870480512889e+01 4.413458049277863893e+01 4.097195760932693531e+01 3.828974817476012760e+01 3.602159046225696670e+01 3.410700762506534289e+01 3.249360667728456065e+01 3.113745903496146283e+01 3.000261556508956318e+01 2.906029863393823831e+01 2.828805554874118400e+01 2.766900968127100313e+01 2.719126669301093457e+01 2.684749456612256679e+01 2.663467921693452212e+01 2.655405128854262387e+01 2.661117742742384706e+01 2.681620581596294173e+01 2.718424552399426730e+01 2.773583459115361549e+01 2.849740024548040296e+01 2.950151686321264677e+01 3.078659601554500114e+01 3.239537001369338753e+01 3.437115475698809064e+01 3.675050365238395500e+01 3.955086531353170187e+01 4.275310779300891539e+01 4.628264610571590509e+01 5.000000000000000000e+01
7.500000000000000000e+01 6.960679918812135725e+01 6.440144803396786699e+01 5.953476985189740844e+01 5.510242670088248218e+01 5.114647998051417233e+01 4.766776924756668166e+01 4.464065763505215045e+01 4.202553793329586540e+01 3.977770629394942148e+01 3.785289622819309585e+01 3.621032865373170040e+01 3.481413425751971147e+01 3.363381058078940811e+01 3.264416433423110675e+01 3.182502097699686061e+01 3.116086723214819187e+01 3.064051825790192041e+01 3.025685671862790826e+01 3.000666501690011145e+01 2.989055627452385622e+01 2.991299823167156191e+01 3.008241207607890999e+01 3.041131030234990362e+01 3.091640802473571981e+01 3.161859310311558602e+01 3.254256322215984198e+01 3.371582615314137854e+01 3.516661859988059291e+01 3.692017026183598460e+01 3.899274060123468644e+01 4.138323174406393434e+01 4.406330533658670845e+01 4.696907370391637926e+01 5.000000000000000000e+01
7.500000000000000000e+01 7.034351330696178195e+01 6.581813095860339047e+01 6.153459726838337218e+01 5.757114241290367573e+01 5.397139526880241789e+01 5.074935888192177202e+01 4.789736575001921892e+01 4.539403962942171233e+01 4.321080055205177217e+01 4.131654234002593284e+01 3.968067745192942652e+01 3.827493876059627098e+01 3.707432816631723682e+01 3.605752714519996260e+01 3.520699679286695982e+01 3.450892001242301177e+01 3.395308238782065757e+01 3.353274903358700954e+01 3.324456785751414856e+01 3.308851056098112053e+01 3.306784714865966635e+01 3.318913395433123981e+01 3.346217558459071029e+01 3.389989410232379186e+01 3.451800092008634380e+01 3.533431676916979569e+01 3.636752677498009234e+01 3.763510797085164938e+01 3.915016708924057554e+01 4.091705674665487180e+01 4.292601572490261930e+01 4.514780810535764033e+01 4.753034337336291060e+01 5.000000000000000000e+01
