   0.000E+00   0.700E+02
   0.300E-01   0.699E+02
   0.600E-01   0.699E+02
   0.900E-01   0.698E+02
   0.120E+00   0.698E+02
   0.150E+00   0.697E+02
   0.180E+00   0.696E+02
   0.210E+00   0.695E+02
   0.240E+00   0.694E+02
   0.270E+00   0.693E+02
   0.300E+00   0.692E+02
   0.330E+00   0.691E+02
   0.360E+00   0.689E+02
   0.390E+00   0.688E+02
   0.420E+00   0.686E+02
   0.450E+00   0.684E+02
   0.480E+00   0.682E+02
   0.510E+00   0.679E+02
   0.540E+00   0.676E+02
   0.570E+00   0.673E+02
   0.600E+00   0.670E+02
   0.630E+00   0.666E+02
   0.660E+00   0.661E+02
   0.690E+00   0.656E+02
   0.720E+00   0.651E+02
   0.750E+00   0.644E+02
   0.780E+00   0.637E+02
   0.810E+00   0.628E+02
   0.840E+00   0.619E+02
   0.870E+00   0.609E+02
   0.900E+00   0.597E+02
   0.930E+00   0.585E+02
   0.960E+00   0.571E+02
   0.990E+00   0.555E+02
   0.102E+01   0.539E+02
   0.105E+01   0.521E+02
   0.108E+01   0.502E+02
   0.111E+01   0.482E+02
   0.114E+01   0.461E+02
   0.117E+01   0.439E+02
   0.120E+01   0.418E+02
   0.123E+01   0.396E+02
   0.126E+01   0.374E+02
   0.129E+01   0.352E+02
   0.132E+01   0.330E+02
   0.135E+01   0.310E+02
   0.138E+01   0.289E+02
   0.141E+01   0.270E+02
   0.144E+01   0.252E+02
   0.147E+01   0.235E+02
   0.150E+01   0.220E+02
   0.153E+01   0.206E+02
   0.156E+01   0.194E+02
   0.159E+01   0.183E+02
   0.162E+01   0.174E+02
   0.165E+01   0.166E+02
   0.168E+01   0.159E+02
   0.171E+01   0.153E+02
   0.174E+01   0.148E+02
   0.177E+01   0.144E+02
   0.180E+01   0.141E+02
   0.183E+01   0.138E+02
   0.186E+01   0.136E+02
   0.189E+01   0.134E+02
   0.192E+01   0.133E+02
   0.195E+01   0.132E+02
   0.198E+01   0.131E+02
   0.201E+01   0.130E+02
   0.204E+01   0.129E+02
   0.207E+01   0.127E+02
   0.210E+01   0.126E+02
   0.213E+01   0.125E+02
   0.216E+01   0.124E+02
   0.219E+01   0.122E+02
   0.222E+01   0.121E+02
   0.225E+01   0.120E+02
   0.228E+01   0.119E+02
   0.231E+01   0.117E+02
   0.234E+01   0.116E+02
   0.237E+01   0.115E+02
   0.240E+01   0.114E+02
   0.243E+01   0.112E+02
   0.246E+01   0.111E+02
   0.249E+01   0.110E+02
   0.252E+01   0.109E+02
   0.255E+01   0.108E+02
   0.258E+01   0.108E+02
   0.261E+01   0.107E+02
   0.264E+01   0.106E+02
   0.267E+01   0.105E+02
   0.270E+01   0.105E+02
   0.273E+01   0.104E+02
   0.276E+01   0.104E+02
   0.279E+01   0.103E+02
   0.282E+01   0.103E+02
   0.285E+01   0.102E+02
   0.288E+01   0.102E+02
   0.291E+01   0.101E+02
   0.294E+01   0.101E+02
   0.297E+01   0.100E+02
   0.300E+01   0.100E+02
