  8.2417582e+006  1.4312361e-005 -8.2417582e+006 -4.9450549e+006  5.9878842e-006  4.9450549e+006
  1.4312361e-005  2.8846154e+006 -5.7692308e+006 -2.8846154e+006  5.7692308e+006  4.0739134e-005
 -8.2417582e+006 -5.7692308e+006  1.9780220e+007  1.0714286e+007 -1.1538462e+007 -4.9450549e+006
 -4.9450549e+006 -2.8846154e+006  1.0714286e+007  3.5851648e+007 -5.7692308e+006 -3.2967033e+007
  5.9878842e-006  5.7692308e+006 -1.1538462e+007 -5.7692308e+006  1.1538462e+007 -1.2253056e-005
  4.9450549e+006  4.0739134e-005 -4.9450549e+006 -3.2967033e+007 -1.2253056e-005  3.2967033e+007
