# time (s) ,  q1,   q2  
4.0175e+03  2.4447e-09  2.4447e-09 
4.0180e+03  2.4447e-09  2.4447e-09 
4.0185e+03  2.4447e-09  2.4447e-09 
4.0190e+03  2.4447e-09  2.4447e-09 
4.0195e+03  2.4447e-09  2.4447e-09 
4.0200e+03  2.4447e-09  2.4447e-09 
4.0205e+03  2.4447e-09  2.4447e-09 
4.0210e+03  2.4447e-09  2.4447e-09 
4.0215e+03  2.4447e-09  2.4447e-09 
4.0220e+03  2.4447e-09  2.4447e-09 
4.0225e+03  2.4447e-09  2.4447e-09 
4.0230e+03  2.4447e-09  2.4447e-09 
4.0235e+03  2.4447e-09  2.4447e-09 
4.0240e+03  2.4447e-09  2.4447e-09 
4.0245e+03  2.4447e-09  2.4447e-09 
4.0250e+03  2.4447e-09  2.4447e-09 
4.0255e+03  2.4447e-09  2.4447e-09 
4.0260e+03  2.4447e-09  2.4447e-09 
4.0265e+03  2.4447e-09  2.4447e-09 
4.0270e+03  2.4447e-09  2.4447e-09 
4.0275e+03  2.4447e-09  2.4447e-09 
4.0280e+03  2.4447e-09  2.4447e-09 
4.0285e+03  2.4447e-09  2.4447e-09 
4.0290e+03  2.4447e-09  2.4447e-09 
4.0295e+03  2.4447e-09  2.4447e-09 
4.0300e+03  2.4447e-09  2.4447e-09 
4.0305e+03  2.4447e-09  2.4447e-09 
4.0310e+03  2.4447e-09  2.4447e-09 
4.0315e+03  2.4447e-09  2.4447e-09 
4.0320e+03  2.4447e-09  2.4447e-09 
4.0325e+03  2.4447e-09  2.4447e-09 
4.0330e+03  2.4447e-09  2.4447e-09 
4.0335e+03  2.4447e-09  2.4447e-09 
4.0340e+03  2.4447e-09  2.4447e-09 
4.0345e+03  2.4447e-09  2.4447e-09 
4.0350e+03  2.4447e-09  2.4447e-09 
4.0355e+03  2.4447e-09  2.4447e-09 
4.0360e+03  2.4447e-09  2.4447e-09 
4.0365e+03  2.4447e-09  2.4447e-09 
4.0370e+03  2.4447e-09  2.4447e-09 
4.0375e+03  2.4447e-09  2.4447e-09 
4.0380e+03  2.4447e-09  2.4447e-09 
4.0385e+03  2.4447e-09  2.4447e-09 
4.0390e+03  2.4447e-09  2.4447e-09 
4.0395e+03  2.4447e-09  2.4447e-09 
4.0400e+03  2.4447e-09  2.4447e-09 
4.0405e+03  2.4447e-09  2.4447e-09 
4.0410e+03  2.4447e-09  2.4447e-09 
4.0415e+03  2.4447e-09  2.4447e-09 
4.0420e+03  2.4447e-09  2.4447e-09 
4.0425e+03  2.4447e-09  2.4447e-09 
4.0430e+03  2.4447e-09  2.4447e-09 
4.0435e+03  2.4447e-09  2.4447e-09 
4.0440e+03  2.4447e-09  2.4447e-09 
4.0445e+03  2.4447e-09  2.4447e-09 
4.0450e+03  2.4447e-09  2.4447e-09 
4.0455e+03  2.4447e-09  2.4447e-09 
4.0460e+03  2.4447e-09  2.4447e-09 
4.0465e+03  2.4447e-09  2.4447e-09 
4.0470e+03  2.4447e-09  2.4447e-09 
4.0475e+03  2.4447e-09  2.4447e-09 
4.0480e+03  2.4447e-09  2.4447e-09 
4.0485e+03  2.4447e-09  2.4447e-09 
4.0490e+03  2.4447e-09  2.4447e-09 
4.0495e+03  2.4447e-09  2.4447e-09 
4.0500e+03  2.4447e-09  2.4447e-09 
4.0505e+03  2.4447e-09  2.4447e-09 
4.0510e+03  2.4447e-09  2.4447e-09 
4.0515e+03  2.4447e-09  2.4447e-09 
4.0520e+03  2.4447e-09  2.4447e-09 
4.0525e+03  2.4447e-09  2.4447e-09 
4.0530e+03  2.4447e-09  2.4447e-09 
4.0535e+03  2.4447e-09  2.4447e-09 
4.0540e+03  2.4447e-09  2.4447e-09 
4.0545e+03  2.4447e-09  2.4447e-09 
4.0550e+03  2.4447e-09  2.4447e-09 
4.0555e+03  2.4447e-09  2.4447e-09 
4.0560e+03  2.4447e-09  2.4447e-09 
4.0565e+03  2.4447e-09  2.4447e-09 
4.0570e+03  2.4447e-09  2.4447e-09 
4.0575e+03  2.4447e-09  2.4447e-09 
4.0580e+03  2.4447e-09  2.4447e-09 
4.0585e+03  2.4447e-09  2.4447e-09 
4.0590e+03  2.4447e-09  2.4447e-09 
4.0595e+03  2.4447e-09  2.4447e-09 
4.0600e+03  2.4447e-09  2.4447e-09 
4.0605e+03  2.4447e-09  2.4447e-09 
4.0610e+03  2.4447e-09  2.4447e-09 
4.0615e+03  2.4447e-09  2.4447e-09 
4.0620e+03  2.4447e-09  2.4447e-09 
4.0625e+03  2.4447e-09  2.4447e-09 
4.0630e+03  2.4447e-09  2.4447e-09 
4.0635e+03  2.4447e-09  2.4447e-09 
4.0640e+03  2.4447e-09  2.4447e-09 
4.0645e+03  2.4447e-09  2.4447e-09 
4.0650e+03  2.4447e-09  2.4447e-09 
4.0655e+03  2.4447e-09  2.4447e-09 
4.0660e+03  2.4447e-09  2.4447e-09 
4.0665e+03  2.4447e-09  2.4447e-09 
4.0670e+03  2.4447e-09  2.4447e-09 
4.0675e+03  2.4447e-09  2.4447e-09 
4.0680e+03  2.4447e-09  2.4447e-09 
4.0685e+03  2.4447e-09  2.4447e-09 
4.0690e+03  2.4447e-09  2.4447e-09 
4.0695e+03  2.4447e-09  2.4447e-09 
4.0700e+03  2.4447e-09  2.4447e-09 
4.0705e+03  2.4447e-09  2.4447e-09 
4.0710e+03  2.4447e-09  2.4447e-09 
4.0715e+03  2.4447e-09  2.4447e-09 
4.0720e+03  2.4447e-09  2.4447e-09 
4.0725e+03  2.4447e-09  2.4447e-09 
4.0730e+03  2.4447e-09  2.4447e-09 
4.0735e+03  2.4447e-09  2.4447e-09 
4.0740e+03  2.4447e-09  2.4447e-09 
4.0745e+03  2.4447e-09  2.4447e-09 
4.0750e+03  2.4447e-09  2.4447e-09 
4.0755e+03  2.4447e-09  2.4447e-09 
4.0760e+03  2.4447e-09  2.4447e-09 
4.0765e+03  2.4447e-09  2.4447e-09 
4.0770e+03  2.4447e-09  2.4447e-09 
4.0775e+03  2.4447e-09  2.4447e-09 
4.0780e+03  2.4447e-09  2.4447e-09 
4.0785e+03  2.4447e-09  2.4447e-09 
4.0790e+03  2.4447e-09  2.4447e-09 
4.0795e+03  2.4447e-09  2.4447e-09 
4.0800e+03  2.4447e-09  2.4447e-09 
4.0805e+03  2.4447e-09  2.4447e-09 
4.0810e+03  2.4447e-09  2.4447e-09 
4.0815e+03  2.4447e-09  2.4447e-09 
4.0820e+03  2.4447e-09  2.4447e-09 
4.0825e+03  2.4447e-09  2.4447e-09 
4.0830e+03  2.4447e-09  2.4447e-09 
4.0835e+03  2.4447e-09  2.4447e-09 
4.0840e+03  2.4447e-09  2.4447e-09 
4.0845e+03  2.4447e-09  2.4447e-09 
4.0850e+03  2.4447e-09  2.4447e-09 
4.0855e+03  2.4447e-09  2.4447e-09 
4.0860e+03  2.4447e-09  2.4447e-09 
4.0865e+03  2.4447e-09  2.4447e-09 
4.0870e+03  2.4447e-09  2.4447e-09 
4.0875e+03  2.4447e-09  2.4447e-09 
4.0880e+03  2.4447e-09  2.4447e-09 
4.0885e+03  2.4447e-09  2.4447e-09 
4.0890e+03  2.4447e-09  2.4447e-09 
4.0895e+03  2.4447e-09  2.4447e-09 
4.0900e+03  2.4447e-09  2.4447e-09 
4.0905e+03  2.4447e-09  2.4447e-09 
4.0910e+03  2.4447e-09  2.4447e-09 
4.0915e+03  2.4447e-09  2.4447e-09 
4.0920e+03  2.4447e-09  2.4447e-09 
4.0925e+03  2.4447e-09  2.4447e-09 
4.0930e+03  2.4447e-09  2.4447e-09 
4.0935e+03  2.4447e-09  2.4447e-09 
4.0940e+03  2.4447e-09  2.4447e-09 
4.0945e+03  2.4447e-09  2.4447e-09 
4.0950e+03  2.4447e-09  2.4447e-09 
4.0955e+03  2.4447e-09  2.4447e-09 
4.0960e+03  2.4447e-09  2.4447e-09 
4.0965e+03  2.4447e-09  2.4447e-09 
4.0970e+03  2.4447e-09  2.4447e-09 
4.0975e+03  2.4447e-09  2.4447e-09 
4.0980e+03  2.4447e-09  2.4447e-09 
4.0985e+03  2.4447e-09  2.4447e-09 
4.0990e+03  2.4447e-09  2.4447e-09 
4.0995e+03  2.4447e-09  2.4447e-09 
4.1000e+03  2.4447e-09  2.4447e-09 
4.1005e+03  2.4447e-09  2.4447e-09 
4.1010e+03  2.4447e-09  2.4447e-09 
4.1015e+03  2.4447e-09  2.4447e-09 
4.1020e+03  2.4447e-09  2.4447e-09 
4.1025e+03  2.4447e-09  2.4447e-09 
4.1030e+03  2.4447e-09  2.4447e-09 
4.1035e+03  2.4447e-09  2.4447e-09 
4.1040e+03  2.4447e-09  2.4447e-09 
4.1045e+03  2.4447e-09  2.4447e-09 
4.1050e+03  2.4447e-09  2.4447e-09 
4.1055e+03  2.4447e-09  2.4447e-09 
4.1060e+03  2.4447e-09  2.4447e-09 
4.1065e+03  2.4447e-09  2.4447e-09 
4.1070e+03  2.4447e-09  2.4447e-09 
4.1075e+03  2.4447e-09  2.4447e-09 
4.1080e+03  2.4447e-09  2.4447e-09 
4.1085e+03  2.4447e-09  2.4447e-09 
4.1090e+03  2.4447e-09  2.4447e-09 
4.1095e+03  2.4447e-09  2.4447e-09 
4.1100e+03  2.4447e-09  2.4447e-09 
4.1105e+03  2.4447e-09  2.4447e-09 
4.1110e+03  2.4447e-09  2.4447e-09 
4.1115e+03  2.4447e-09  2.4447e-09 
4.1120e+03  2.4447e-09  2.4447e-09 
4.1125e+03  2.4447e-09  2.4447e-09 
4.1130e+03  2.4447e-09  2.4447e-09 
4.1135e+03  2.4447e-09  2.4447e-09 
4.1140e+03  2.4447e-09  2.4447e-09 
4.1145e+03  2.4447e-09  2.4447e-09 
4.1150e+03  2.4447e-09  2.4447e-09 
4.1155e+03  2.4447e-09  2.4447e-09 
4.1160e+03  2.4447e-09  2.4447e-09 
4.1165e+03  2.4447e-09  2.4447e-09 
4.1170e+03  2.4447e-09  2.4447e-09 
4.1175e+03  2.4447e-09  2.4447e-09 
4.1180e+03  2.4447e-09  2.4447e-09 
4.1185e+03  2.4447e-09  2.4447e-09 
4.1190e+03  2.4447e-09  2.4447e-09 
4.1195e+03  2.4447e-09  2.4447e-09 
4.1200e+03  2.4447e-09  2.4447e-09 
4.1205e+03  2.4447e-09  2.4447e-09 
4.1210e+03  2.4447e-09  2.4447e-09 
4.1215e+03  2.4447e-09  2.4447e-09 
4.1220e+03  2.4447e-09  2.4447e-09 
4.1225e+03  2.4447e-09  2.4447e-09 
4.1230e+03  2.4447e-09  2.4447e-09 
4.1235e+03  2.4447e-09  2.4447e-09 
4.1240e+03  2.4447e-09  2.4447e-09 
4.1245e+03  2.4447e-09  2.4447e-09 
4.1250e+03  2.4447e-09  2.4447e-09 
4.1255e+03  2.4447e-09  2.4447e-09 
4.1260e+03  2.4447e-09  2.4447e-09 
4.1265e+03  2.4447e-09  2.4447e-09 
4.1270e+03  2.4447e-09  2.4447e-09 
4.1275e+03  2.4447e-09  2.4447e-09 
4.1280e+03  2.4447e-09  2.4447e-09 
4.1285e+03  2.4447e-09  2.4447e-09 
4.1290e+03  2.4447e-09  2.4447e-09 
4.1295e+03  2.4447e-09  2.4447e-09 
4.1300e+03  2.4447e-09  2.4447e-09 
4.1305e+03  2.4447e-09  2.4447e-09 
4.1310e+03  2.4447e-09  2.4447e-09 
4.1315e+03  2.4447e-09  2.4447e-09 
4.1320e+03  2.4447e-09  2.4447e-09 
4.1325e+03  2.4447e-09  2.4447e-09 
4.1330e+03  2.4447e-09  2.4447e-09 
4.1335e+03  2.4447e-09  2.4447e-09 
4.1340e+03  2.4447e-09  2.4447e-09 
4.1345e+03  2.4447e-09  2.4447e-09 
4.1350e+03  2.4447e-09  2.4447e-09 
4.1355e+03  2.4447e-09  2.4447e-09 
4.1360e+03  2.4447e-09  2.4447e-09 
4.1365e+03  2.4447e-09  2.4447e-09 
4.1370e+03  2.4447e-09  2.4447e-09 
4.1375e+03  2.4447e-09  2.4447e-09 
4.1380e+03  2.4447e-09  2.4447e-09 
4.1385e+03  2.4447e-09  2.4447e-09 
4.1390e+03  2.4447e-09  2.4447e-09 
4.1395e+03  2.4447e-09  2.4447e-09 
4.1400e+03  2.4447e-09  2.4447e-09 
4.1405e+03  2.4447e-09  2.4447e-09 
4.1410e+03  2.4447e-09  2.4447e-09 
4.1415e+03  2.4447e-09  2.4447e-09 
4.1420e+03  2.4447e-09  2.4447e-09 
4.1425e+03  2.4447e-09  2.4447e-09 
4.1430e+03  2.4447e-09  2.4447e-09 
4.1435e+03  2.4447e-09  2.4447e-09 
4.1440e+03  2.4447e-09  2.4447e-09 
4.1445e+03  2.4447e-09  2.4447e-09 
4.1450e+03  2.4447e-09  2.4447e-09 
4.1455e+03  2.4447e-09  2.4447e-09 
4.1460e+03  2.4447e-09  2.4447e-09 
4.1465e+03  2.4447e-09  2.4447e-09 
4.1470e+03  2.4447e-09  2.4447e-09 
4.1475e+03  2.4447e-09  2.4447e-09 
4.1480e+03  2.4447e-09  2.4447e-09 
4.1485e+03  2.4447e-09  2.4447e-09 
4.1490e+03  2.4447e-09  2.4447e-09 
4.1495e+03  2.4447e-09  2.4447e-09 
4.1500e+03  2.4447e-09  2.4447e-09 
4.1505e+03  2.4447e-09  2.4447e-09 
4.1510e+03  2.4447e-09  2.4447e-09 
4.1515e+03  2.4447e-09  2.4447e-09 
4.1520e+03  2.4447e-09  2.4447e-09 
4.1525e+03  2.4447e-09  2.4447e-09 
4.1530e+03  2.4447e-09  2.4447e-09 
4.1535e+03  2.4447e-09  2.4447e-09 
4.1540e+03  2.4447e-09  2.4447e-09 
4.1545e+03  2.4447e-09  2.4447e-09 
4.1550e+03  2.4447e-09  2.4447e-09 
4.1555e+03  2.4447e-09  2.4447e-09 
4.1560e+03  2.4447e-09  2.4447e-09 
4.1565e+03  2.4447e-09  2.4447e-09 
4.1570e+03  2.4447e-09  2.4447e-09 
4.1575e+03  2.4447e-09  2.4447e-09 
4.1580e+03  2.4447e-09  2.4447e-09 
4.1585e+03  2.4447e-09  2.4447e-09 
4.1590e+03  2.4447e-09  2.4447e-09 
4.1595e+03  2.4447e-09  2.4447e-09 
4.1600e+03  2.4447e-09  2.4447e-09 
4.1605e+03  2.4447e-09  2.4447e-09 
4.1610e+03  2.4447e-09  2.4447e-09 
4.1615e+03  2.4447e-09  2.4447e-09 
4.1620e+03  2.4447e-09  2.4447e-09 
4.1625e+03  2.4447e-09  2.4447e-09 
4.1630e+03  2.4447e-09  2.4447e-09 
4.1635e+03  2.4447e-09  2.4447e-09 
4.1640e+03  2.4447e-09  2.4447e-09 
4.1645e+03  2.4447e-09  2.4447e-09 
4.1650e+03  2.4447e-09  2.4447e-09 
4.1655e+03  2.4447e-09  2.4447e-09 
4.1660e+03  2.4447e-09  2.4447e-09 
4.1665e+03  2.4447e-09  2.4447e-09 
4.1670e+03  2.4447e-09  2.4447e-09 
4.1675e+03  2.4447e-09  2.4447e-09 
4.1680e+03  2.4447e-09  2.4447e-09 
4.1685e+03  2.4447e-09  2.4447e-09 
4.1690e+03  2.4447e-09  2.4447e-09 
4.1695e+03  2.4447e-09  2.4447e-09 
4.1700e+03  2.4447e-09  2.4447e-09 
4.1705e+03  2.4447e-09  2.4447e-09 
4.1710e+03  2.4447e-09  2.4447e-09 
4.1715e+03  2.4447e-09  2.4447e-09 
4.1720e+03  2.4447e-09  2.4447e-09 
4.1725e+03  2.4447e-09  2.4447e-09 
4.1730e+03  2.4447e-09  2.4447e-09 
4.1735e+03  2.4447e-09  2.4447e-09 
4.1740e+03  2.4447e-09  2.4447e-09 
4.1745e+03  2.4447e-09  2.4447e-09 
4.1750e+03  2.4447e-09  2.4447e-09 
4.1755e+03  2.4447e-09  2.4447e-09 
4.1760e+03  2.4447e-09  2.4447e-09 
4.1765e+03  2.4447e-09  2.4447e-09 
4.1770e+03  2.4447e-09  2.4447e-09 
4.1775e+03  2.4447e-09  2.4447e-09 
4.1780e+03  2.4447e-09  2.4447e-09 
4.1785e+03  2.4447e-09  2.4447e-09 
4.1790e+03  2.4447e-09  2.4447e-09 
4.1795e+03  2.4447e-09  2.4447e-09 
4.1800e+03  2.4447e-09  2.4447e-09 
4.1805e+03  2.4447e-09  2.4447e-09 
4.1810e+03  2.4447e-09  2.4447e-09 
4.1815e+03  2.4447e-09  2.4447e-09 
4.1820e+03  2.4447e-09  2.4447e-09 
4.1825e+03  2.4447e-09  2.4447e-09 
4.1830e+03  2.4447e-09  2.4447e-09 
4.1835e+03  2.4447e-09  2.4447e-09 
4.1840e+03  2.4447e-09  2.4447e-09 
4.1845e+03  2.4447e-09  2.4447e-09 
4.1850e+03  2.4447e-09  2.4447e-09 
4.1855e+03  2.4447e-09  2.4447e-09 
4.1860e+03  2.4447e-09  2.4447e-09 
4.1865e+03  2.4447e-09  2.4447e-09 
4.1870e+03  2.4447e-09  2.4447e-09 
4.1875e+03  2.4447e-09  2.4447e-09 
4.1880e+03  2.4447e-09  2.4447e-09 
4.1885e+03  2.4447e-09  2.4447e-09 
4.1890e+03  2.4447e-09  2.4447e-09 
4.1895e+03  2.4447e-09  2.4447e-09 
4.1900e+03  2.4447e-09  2.4447e-09 
4.1905e+03  2.4447e-09  2.4447e-09 
4.1910e+03  2.4447e-09  2.4447e-09 
4.1915e+03  2.4447e-09  2.4447e-09 
4.1920e+03  2.4447e-09  2.4447e-09 
4.1925e+03  2.4447e-09  2.4447e-09 
4.1930e+03  2.4447e-09  2.4447e-09 
4.1935e+03  2.4447e-09  2.4447e-09 
4.1940e+03  2.4447e-09  2.4447e-09 
4.1945e+03  2.4447e-09  2.4447e-09 
4.1950e+03  2.4447e-09  2.4447e-09 
4.1955e+03  2.4447e-09  2.4447e-09 
4.1960e+03  2.4447e-09  2.4447e-09 
4.1965e+03  2.4447e-09  2.4447e-09 
4.1970e+03  2.4447e-09  2.4447e-09 
4.1975e+03  2.4447e-09  2.4447e-09 
4.1980e+03  2.4447e-09  2.4447e-09 
4.1985e+03  2.4447e-09  2.4447e-09 
4.1990e+03  2.4447e-09  2.4447e-09 
4.1995e+03  2.4447e-09  2.4447e-09 
4.2000e+03  2.4447e-09  2.4447e-09 
4.2005e+03  2.4447e-09  2.4447e-09 
4.2010e+03  2.4447e-09  2.4447e-09 
4.2015e+03  2.4447e-09  2.4447e-09 
4.2020e+03  2.4447e-09  2.4447e-09 
4.2025e+03  2.4447e-09  2.4447e-09 
4.2030e+03  2.4447e-09  2.4447e-09 
4.2035e+03  2.4447e-09  2.4447e-09 
4.2040e+03  2.4447e-09  2.4447e-09 
4.2045e+03  2.4447e-09  2.4447e-09 
4.2050e+03  2.4447e-09  2.4447e-09 
4.2055e+03  2.4447e-09  2.4447e-09 
4.2060e+03  2.4447e-09  2.4447e-09 
4.2065e+03  2.4447e-09  2.4447e-09 
4.2070e+03  2.4447e-09  2.4447e-09 
4.2075e+03  2.4447e-09  2.4447e-09 
4.2080e+03  2.4447e-09  2.4447e-09 
4.2085e+03  2.4447e-09  2.4447e-09 
4.2090e+03  2.4447e-09  2.4447e-09 
4.2095e+03  2.4447e-09  2.4447e-09 
4.2100e+03  2.4447e-09  2.4447e-09 
4.2105e+03  2.4447e-09  2.4447e-09 
4.2110e+03  2.4447e-09  2.4447e-09 
4.2115e+03  2.4447e-09  2.4447e-09 
4.2120e+03  2.4447e-09  2.4447e-09 
4.2125e+03  2.4447e-09  2.4447e-09 
4.2130e+03  2.4447e-09  2.4447e-09 
4.2135e+03  2.4447e-09  2.4447e-09 
4.2140e+03  2.4447e-09  2.4447e-09 
4.2145e+03  2.4447e-09  2.4447e-09 
4.2150e+03  2.4447e-09  2.4447e-09 
4.2155e+03  2.4447e-09  2.4447e-09 
4.2160e+03  2.4447e-09  2.4447e-09 
4.2165e+03  2.4447e-09  2.4447e-09 
4.2170e+03  2.4447e-09  2.4447e-09 
4.2175e+03  2.4447e-09  2.4447e-09 
4.2180e+03  2.4447e-09  2.4447e-09 
4.2185e+03  2.4447e-09  2.4447e-09 
4.2190e+03  2.4447e-09  2.4447e-09 
4.2195e+03  2.4447e-09  2.4447e-09 
4.2200e+03  2.4447e-09  2.4447e-09 
4.2205e+03  2.4447e-09  2.4447e-09 
4.2210e+03  2.4447e-09  2.4447e-09 
4.2215e+03  2.4447e-09  2.4447e-09 
4.2220e+03  2.4447e-09  2.4447e-09 
4.2225e+03  2.4447e-09  2.4447e-09 
4.2230e+03  2.4447e-09  2.4447e-09 
4.2235e+03  2.4447e-09  2.4447e-09 
4.2240e+03  2.4447e-09  2.4447e-09 
4.2245e+03  2.4447e-09  2.4447e-09 
4.2250e+03  2.4447e-09  2.4447e-09 
4.2255e+03  2.4447e-09  2.4447e-09 
4.2260e+03  2.4447e-09  2.4447e-09 
4.2265e+03  2.4447e-09  2.4447e-09 
4.2270e+03  2.4447e-09  2.4447e-09 
4.2275e+03  2.4447e-09  2.4447e-09 
4.2280e+03  2.4447e-09  2.4447e-09 
4.2285e+03  2.4447e-09  2.4447e-09 
4.2290e+03  2.4447e-09  2.4447e-09 
4.2295e+03  2.4447e-09  2.4447e-09 
4.2300e+03  2.4447e-09  2.4447e-09 
4.2305e+03  2.4447e-09  2.4447e-09 
4.2310e+03  2.4447e-09  2.4447e-09 
4.2315e+03  2.4447e-09  2.4447e-09 
4.2320e+03  2.4447e-09  2.4447e-09 
4.2325e+03  2.4447e-09  2.4447e-09 
4.2330e+03  2.4447e-09  2.4447e-09 
4.2335e+03  2.4447e-09  2.4447e-09 
4.2340e+03  2.4447e-09  2.4447e-09 
4.2345e+03  2.4447e-09  2.4447e-09 
4.2350e+03  2.4447e-09  2.4447e-09 
4.2355e+03  2.4447e-09  2.4447e-09 
4.2360e+03  2.4447e-09  2.4447e-09 
4.2365e+03  2.4447e-09  2.4447e-09 
4.2370e+03  2.4447e-09  2.4447e-09 
4.2375e+03  2.4447e-09  2.4447e-09 
4.2380e+03  2.4447e-09  2.4447e-09 
4.2385e+03  2.4447e-09  2.4447e-09 
4.2390e+03  2.4447e-09  2.4447e-09 
4.2395e+03  2.4447e-09  2.4447e-09 
4.2400e+03  2.4447e-09  2.4447e-09 
4.2405e+03  2.4447e-09  2.4447e-09 
4.2410e+03  2.4447e-09  2.4447e-09 
4.2415e+03  2.4447e-09  2.4447e-09 
4.2420e+03  2.4447e-09  2.4447e-09 
4.2425e+03  2.4447e-09  2.4447e-09 
4.2430e+03  2.4447e-09  2.4447e-09 
4.2435e+03  2.4447e-09  2.4447e-09 
4.2440e+03  2.4447e-09  2.4447e-09 
4.2445e+03  2.4447e-09  2.4447e-09 
4.2450e+03  2.4447e-09  2.4447e-09 
4.2455e+03  2.4447e-09  2.4447e-09 
4.2460e+03  2.4447e-09  2.4447e-09 
4.2465e+03  2.4447e-09  2.4447e-09 
4.2470e+03  2.4447e-09  2.4447e-09 
4.2475e+03  2.4447e-09  2.4447e-09 
4.2480e+03  2.4447e-09  2.4447e-09 
4.2485e+03  2.4447e-09  2.4447e-09 
4.2490e+03  2.4447e-09  2.4447e-09 
4.2495e+03  2.4447e-09  2.4447e-09 
4.2500e+03  2.4447e-09  2.4447e-09 
4.2505e+03  2.4447e-09  2.4447e-09 
4.2510e+03  2.4447e-09  2.4447e-09 
4.2515e+03  2.4447e-09  2.4447e-09 
4.2520e+03  2.4447e-09  2.4447e-09 
4.2525e+03  2.4447e-09  2.4447e-09 
4.2530e+03  2.4447e-09  2.4447e-09 
4.2535e+03  2.4447e-09  2.4447e-09 
4.2540e+03  2.4447e-09  2.4447e-09 
4.2545e+03  2.4447e-09  2.4447e-09 
4.2550e+03  2.4447e-09  2.4447e-09 
4.2555e+03  2.4447e-09  2.4447e-09 
4.2560e+03  2.4447e-09  2.4447e-09 
4.2565e+03  2.4447e-09  2.4447e-09 
4.2570e+03  2.4447e-09  2.4447e-09 
4.2575e+03  2.4447e-09  2.4447e-09 
4.2580e+03  2.4447e-09  2.4447e-09 
4.2585e+03  2.4447e-09  2.4447e-09 
4.2590e+03  2.4447e-09  2.4447e-09 
4.2595e+03  2.4447e-09  2.4447e-09 
4.2600e+03  2.4447e-09  2.4447e-09 
4.2605e+03  2.4447e-09  2.4447e-09 
4.2610e+03  2.4447e-09  2.4447e-09 
4.2615e+03  2.4447e-09  2.4447e-09 
4.2620e+03  2.4447e-09  2.4447e-09 
4.2625e+03  2.4447e-09  2.4447e-09 
4.2630e+03  2.4447e-09  2.4447e-09 
4.2635e+03  2.4447e-09  2.4447e-09 
4.2640e+03  2.4447e-09  2.4447e-09 
4.2645e+03  2.4447e-09  2.4447e-09 
4.2650e+03  2.4447e-09  2.4447e-09 
4.2655e+03  2.4447e-09  2.4447e-09 
4.2660e+03  2.4447e-09  2.4447e-09 
4.2665e+03  2.4447e-09  2.4447e-09 
4.2670e+03  2.4447e-09  2.4447e-09 
4.2675e+03  2.4447e-09  2.4447e-09 
4.2680e+03  2.4447e-09  2.4447e-09 
4.2685e+03  2.4447e-09  2.4447e-09 
4.2690e+03  2.4447e-09  2.4447e-09 
4.2695e+03  2.4447e-09  2.4447e-09 
4.2700e+03  2.4447e-09  2.4447e-09 
4.2705e+03  2.4447e-09  2.4447e-09 
4.2710e+03  2.4447e-09  2.4447e-09 
4.2715e+03  2.4447e-09  2.4447e-09 
4.2720e+03  2.4447e-09  2.4447e-09 
4.2725e+03  2.4447e-09  2.4447e-09 
4.2730e+03  2.4447e-09  2.4447e-09 
4.2735e+03  2.4447e-09  2.4447e-09 
4.2740e+03  2.4447e-09  2.4447e-09 
4.2745e+03  2.4447e-09  2.4447e-09 
4.2750e+03  2.4447e-09  2.4447e-09 
4.2755e+03  2.4447e-09  2.4447e-09 
4.2760e+03  2.4447e-09  2.4447e-09 
4.2765e+03  2.4447e-09  2.4447e-09 
4.2770e+03  2.4447e-09  2.4447e-09 
4.2775e+03  2.4447e-09  2.4447e-09 
4.2780e+03  2.4447e-09  2.4447e-09 
4.2785e+03  2.4447e-09  2.4447e-09 
4.2790e+03  2.4447e-09  2.4447e-09 
4.2795e+03  2.4447e-09  2.4447e-09 
4.2800e+03  2.4447e-09  2.4447e-09 
4.2805e+03  2.4447e-09  2.4447e-09 
4.2810e+03  2.4447e-09  2.4447e-09 
4.2815e+03  2.4447e-09  2.4447e-09 
4.2820e+03  2.4447e-09  2.4447e-09 
4.2825e+03  2.4447e-09  2.4447e-09 
4.2830e+03  2.4447e-09  2.4447e-09 
4.2835e+03  2.4447e-09  2.4447e-09 
4.2840e+03  2.4447e-09  2.4447e-09 
4.2845e+03  2.4447e-09  2.4447e-09 
4.2850e+03  2.4447e-09  2.4447e-09 
4.2855e+03  2.4447e-09  2.4447e-09 
4.2860e+03  2.4447e-09  2.4447e-09 
4.2865e+03  2.4447e-09  2.4447e-09 
4.2870e+03  2.4447e-09  2.4447e-09 
4.2875e+03  2.4447e-09  2.4447e-09 
4.2880e+03  2.4447e-09  2.4447e-09 
4.2885e+03  2.4447e-09  2.4447e-09 
4.2890e+03  2.4447e-09  2.4447e-09 
4.2895e+03  2.4447e-09  2.4447e-09 
4.2900e+03  2.4447e-09  2.4447e-09 
4.2905e+03  2.4447e-09  2.4447e-09 
4.2910e+03  2.4447e-09  2.4447e-09 
4.2915e+03  2.4447e-09  2.4447e-09 
4.2920e+03  2.4447e-09  2.4447e-09 
4.2925e+03  2.4447e-09  2.4447e-09 
4.2930e+03  2.4447e-09  2.4447e-09 
4.2935e+03  2.4447e-09  2.4447e-09 
4.2940e+03  2.4447e-09  2.4447e-09 
4.2945e+03  2.4447e-09  2.4447e-09 
4.2950e+03  2.4447e-09  2.4447e-09 
4.2955e+03  2.4447e-09  2.4447e-09 
4.2960e+03  2.4447e-09  2.4447e-09 
4.2965e+03  2.4447e-09  2.4447e-09 
