# time (s) ,  q1,   q2  
7.1900e+02  7.0450e-02  7.0450e-02 
7.1950e+02  6.9725e-02  6.9725e-02 
7.2000e+02  6.9008e-02  6.9008e-02 
7.2050e+02  6.8298e-02  6.8298e-02 
7.2100e+02  6.7596e-02  6.7596e-02 
7.2150e+02  6.6901e-02  6.6901e-02 
7.2200e+02  6.6212e-02  6.6212e-02 
7.2250e+02  6.5531e-02  6.5531e-02 
7.2300e+02  6.4858e-02  6.4858e-02 
7.2350e+02  6.4190e-02  6.4190e-02 
7.2400e+02  6.3530e-02  6.3530e-02 
7.2450e+02  6.2877e-02  6.2877e-02 
7.2500e+02  6.2230e-02  6.2230e-02 
7.2550e+02  6.1590e-02  6.1590e-02 
7.2600e+02  6.0957e-02  6.0957e-02 
7.2650e+02  6.0330e-02  6.0330e-02 
7.2700e+02  5.9709e-02  5.9709e-02 
7.2750e+02  5.9095e-02  5.9095e-02 
7.2800e+02  5.8487e-02  5.8487e-02 
7.2850e+02  5.7886e-02  5.7886e-02 
7.2900e+02  5.7290e-02  5.7290e-02 
7.2950e+02  5.6701e-02  5.6701e-02 
7.3000e+02  5.6118e-02  5.6118e-02 
7.3050e+02  5.5541e-02  5.5541e-02 
7.3100e+02  5.4970e-02  5.4970e-02 
7.3150e+02  5.4404e-02  5.4404e-02 
7.3200e+02  5.3845e-02  5.3845e-02 
7.3250e+02  5.3291e-02  5.3291e-02 
7.3300e+02  5.2743e-02  5.2743e-02 
7.3350e+02  5.2200e-02  5.2200e-02 
7.3400e+02  5.1663e-02  5.1663e-02 
7.3450e+02  5.1132e-02  5.1132e-02 
7.3500e+02  5.0606e-02  5.0606e-02 
7.3550e+02  5.0086e-02  5.0086e-02 
7.3600e+02  4.9571e-02  4.9571e-02 
7.3650e+02  4.9061e-02  4.9061e-02 
7.3700e+02  4.8556e-02  4.8556e-02 
7.3750e+02  4.8057e-02  4.8057e-02 
7.3800e+02  4.7562e-02  4.7562e-02 
7.3850e+02  4.7073e-02  4.7073e-02 
7.3900e+02  4.6589e-02  4.6589e-02 
7.3950e+02  4.6110e-02  4.6110e-02 
7.4000e+02  4.5636e-02  4.5636e-02 
7.4050e+02  4.5166e-02  4.5166e-02 
7.4100e+02  4.4702e-02  4.4702e-02 
7.4150e+02  4.4242e-02  4.4242e-02 
7.4200e+02  4.3787e-02  4.3787e-02 
7.4250e+02  4.3337e-02  4.3337e-02 
7.4300e+02  4.2891e-02  4.2891e-02 
7.4350e+02  4.2450e-02  4.2450e-02 
7.4400e+02  4.2013e-02  4.2013e-02 
7.4450e+02  4.1581e-02  4.1581e-02 
7.4500e+02  4.1153e-02  4.1153e-02 
7.4550e+02  4.0730e-02  4.0730e-02 
7.4600e+02  4.0311e-02  4.0311e-02 
7.4650e+02  3.9897e-02  3.9897e-02 
7.4700e+02  3.9486e-02  3.9486e-02 
7.4750e+02  3.9080e-02  3.9080e-02 
7.4800e+02  3.8678e-02  3.8678e-02 
7.4850e+02  3.8280e-02  3.8280e-02 
7.4900e+02  3.7887e-02  3.7887e-02 
7.4950e+02  3.7497e-02  3.7497e-02 
7.5000e+02  3.7111e-02  3.7111e-02 
7.5050e+02  3.6730e-02  3.6730e-02 
7.5100e+02  3.6352e-02  3.6352e-02 
7.5150e+02  3.5978e-02  3.5978e-02 
7.5200e+02  3.5608e-02  3.5608e-02 
7.5250e+02  3.5242e-02  3.5242e-02 
7.5300e+02  3.4879e-02  3.4879e-02 
7.5350e+02  3.4521e-02  3.4521e-02 
7.5400e+02  3.4166e-02  3.4166e-02 
7.5450e+02  3.3814e-02  3.3814e-02 
7.5500e+02  3.3466e-02  3.3466e-02 
7.5550e+02  3.3122e-02  3.3122e-02 
7.5600e+02  3.2781e-02  3.2781e-02 
7.5650e+02  3.2444e-02  3.2444e-02 
7.5700e+02  3.2111e-02  3.2111e-02 
7.5750e+02  3.1780e-02  3.1780e-02 
7.5800e+02  3.1453e-02  3.1453e-02 
7.5850e+02  3.1130e-02  3.1130e-02 
7.5900e+02  3.0810e-02  3.0810e-02 
7.5950e+02  3.0493e-02  3.0493e-02 
7.6000e+02  3.0179e-02  3.0179e-02 
7.6050e+02  2.9869e-02  2.9869e-02 
7.6100e+02  2.9562e-02  2.9562e-02 
7.6150e+02  2.9258e-02  2.9258e-02 
7.6200e+02  2.8957e-02  2.8957e-02 
7.6250e+02  2.8659e-02  2.8659e-02 
7.6300e+02  2.8364e-02  2.8364e-02 
7.6350e+02  2.8072e-02  2.8072e-02 
7.6400e+02  2.7784e-02  2.7784e-02 
7.6450e+02  2.7498e-02  2.7498e-02 
7.6500e+02  2.7215e-02  2.7215e-02 
7.6550e+02  2.6935e-02  2.6935e-02 
7.6600e+02  2.6658e-02  2.6658e-02 
7.6650e+02  2.6384e-02  2.6384e-02 
7.6700e+02  2.6113e-02  2.6113e-02 
7.6750e+02  2.5844e-02  2.5844e-02 
7.6800e+02  2.5578e-02  2.5578e-02 
7.6850e+02  2.5315e-02  2.5315e-02 
7.6900e+02  2.5055e-02  2.5055e-02 
7.6950e+02  2.4797e-02  2.4797e-02 
7.7000e+02  2.4542e-02  2.4542e-02 
7.7050e+02  2.4290e-02  2.4290e-02 
7.7100e+02  2.4040e-02  2.4040e-02 
7.7150e+02  2.3793e-02  2.3793e-02 
7.7200e+02  2.3548e-02  2.3548e-02 
7.7250e+02  2.3306e-02  2.3306e-02 
7.7300e+02  2.3066e-02  2.3066e-02 
7.7350e+02  2.2829e-02  2.2829e-02 
7.7400e+02  2.2594e-02  2.2594e-02 
7.7450e+02  2.2362e-02  2.2362e-02 
7.7500e+02  2.2132e-02  2.2132e-02 
7.7550e+02  2.1904e-02  2.1904e-02 
7.7600e+02  2.1679e-02  2.1679e-02 
7.7650e+02  2.1456e-02  2.1456e-02 
7.7700e+02  2.1235e-02  2.1235e-02 
7.7750e+02  2.1017e-02  2.1017e-02 
7.7800e+02  2.0801e-02  2.0801e-02 
7.7850e+02  2.0587e-02  2.0587e-02 
7.7900e+02  2.0375e-02  2.0375e-02 
7.7950e+02  2.0165e-02  2.0165e-02 
7.8000e+02  1.9958e-02  1.9958e-02 
7.8050e+02  1.9753e-02  1.9753e-02 
7.8100e+02  1.9549e-02  1.9549e-02 
7.8150e+02  1.9348e-02  1.9348e-02 
7.8200e+02  1.9149e-02  1.9149e-02 
7.8250e+02  1.8952e-02  1.8952e-02 
7.8300e+02  1.8758e-02  1.8758e-02 
7.8350e+02  1.8565e-02  1.8565e-02 
7.8400e+02  1.8374e-02  1.8374e-02 
7.8450e+02  1.8185e-02  1.8185e-02 
7.8500e+02  1.7998e-02  1.7998e-02 
7.8550e+02  1.7813e-02  1.7813e-02 
7.8600e+02  1.7629e-02  1.7629e-02 
7.8650e+02  1.7448e-02  1.7448e-02 
7.8700e+02  1.7269e-02  1.7269e-02 
7.8750e+02  1.7091e-02  1.7091e-02 
7.8800e+02  1.6915e-02  1.6915e-02 
7.8850e+02  1.6741e-02  1.6741e-02 
7.8900e+02  1.6569e-02  1.6569e-02 
7.8950e+02  1.6399e-02  1.6399e-02 
7.9000e+02  1.6230e-02  1.6230e-02 
7.9050e+02  1.6063e-02  1.6063e-02 
7.9100e+02  1.5898e-02  1.5898e-02 
7.9150e+02  1.5734e-02  1.5734e-02 
7.9200e+02  1.5572e-02  1.5572e-02 
7.9250e+02  1.5412e-02  1.5412e-02 
7.9300e+02  1.5254e-02  1.5254e-02 
7.9350e+02  1.5097e-02  1.5097e-02 
7.9400e+02  1.4942e-02  1.4942e-02 
7.9450e+02  1.4788e-02  1.4788e-02 
7.9500e+02  1.4636e-02  1.4636e-02 
7.9550e+02  1.4485e-02  1.4485e-02 
7.9600e+02  1.4336e-02  1.4336e-02 
7.9650e+02  1.4189e-02  1.4189e-02 
7.9700e+02  1.4043e-02  1.4043e-02 
7.9750e+02  1.3899e-02  1.3899e-02 
7.9800e+02  1.3756e-02  1.3756e-02 
7.9850e+02  1.3614e-02  1.3614e-02 
7.9900e+02  1.3474e-02  1.3474e-02 
7.9950e+02  1.3336e-02  1.3336e-02 
8.0000e+02  1.3198e-02  1.3198e-02 
8.0050e+02  1.3063e-02  1.3063e-02 
8.0100e+02  1.2928e-02  1.2928e-02 
8.0150e+02  1.2795e-02  1.2795e-02 
8.0200e+02  1.2664e-02  1.2664e-02 
8.0250e+02  1.2533e-02  1.2533e-02 
8.0300e+02  1.2405e-02  1.2405e-02 
8.0350e+02  1.2277e-02  1.2277e-02 
8.0400e+02  1.2151e-02  1.2151e-02 
8.0450e+02  1.2026e-02  1.2026e-02 
8.0500e+02  1.1902e-02  1.1902e-02 
8.0550e+02  1.1780e-02  1.1780e-02 
8.0600e+02  1.1658e-02  1.1658e-02 
8.0650e+02  1.1539e-02  1.1539e-02 
8.0700e+02  1.1420e-02  1.1420e-02 
8.0750e+02  1.1302e-02  1.1302e-02 
8.0800e+02  1.1186e-02  1.1186e-02 
8.0850e+02  1.1071e-02  1.1071e-02 
8.0900e+02  1.0957e-02  1.0957e-02 
8.0950e+02  1.0845e-02  1.0845e-02 
8.1000e+02  1.0733e-02  1.0733e-02 
8.1050e+02  1.0623e-02  1.0623e-02 
8.1100e+02  1.0513e-02  1.0513e-02 
8.1150e+02  1.0405e-02  1.0405e-02 
8.1200e+02  1.0298e-02  1.0298e-02 
8.1250e+02  1.0192e-02  1.0192e-02 
8.1300e+02  1.0087e-02  1.0087e-02 
8.1350e+02  9.9837e-03  9.9837e-03 
8.1400e+02  9.8810e-03  9.8810e-03 
8.1450e+02  9.7794e-03  9.7794e-03 
8.1500e+02  9.6788e-03  9.6788e-03 
8.1550e+02  9.5793e-03  9.5793e-03 
8.1600e+02  9.4808e-03  9.4808e-03 
8.1650e+02  9.3833e-03  9.3833e-03 
8.1700e+02  9.2867e-03  9.2867e-03 
8.1750e+02  9.1912e-03  9.1912e-03 
8.1800e+02  9.0967e-03  9.0967e-03 
8.1850e+02  9.0031e-03  9.0031e-03 
8.1900e+02  8.9105e-03  8.9105e-03 
8.1950e+02  8.8189e-03  8.8189e-03 
8.2000e+02  8.7282e-03  8.7282e-03 
8.2050e+02  8.6384e-03  8.6384e-03 
8.2100e+02  8.5496e-03  8.5496e-03 
8.2150e+02  8.4616e-03  8.4616e-03 
8.2200e+02  8.3746e-03  8.3746e-03 
8.2250e+02  8.2885e-03  8.2885e-03 
8.2300e+02  8.2032e-03  8.2032e-03 
8.2350e+02  8.1189e-03  8.1189e-03 
8.2400e+02  8.0354e-03  8.0354e-03 
8.2450e+02  7.9527e-03  7.9527e-03 
8.2500e+02  7.8709e-03  7.8709e-03 
8.2550e+02  7.7900e-03  7.7900e-03 
8.2600e+02  7.7099e-03  7.7099e-03 
8.2650e+02  7.6306e-03  7.6306e-03 
8.2700e+02  7.5521e-03  7.5521e-03 
8.2750e+02  7.4744e-03  7.4744e-03 
8.2800e+02  7.3975e-03  7.3975e-03 
8.2850e+02  7.3214e-03  7.3214e-03 
8.2900e+02  7.2461e-03  7.2461e-03 
8.2950e+02  7.1716e-03  7.1716e-03 
8.3000e+02  7.0979e-03  7.0979e-03 
8.3050e+02  7.0249e-03  7.0249e-03 
8.3100e+02  6.9526e-03  6.9526e-03 
8.3150e+02  6.8811e-03  6.8811e-03 
8.3200e+02  6.8103e-03  6.8103e-03 
8.3250e+02  6.7403e-03  6.7403e-03 
8.3300e+02  6.6710e-03  6.6710e-03 
8.3350e+02  6.6023e-03  6.6023e-03 
8.3400e+02  6.5344e-03  6.5344e-03 
8.3450e+02  6.4672e-03  6.4672e-03 
8.3500e+02  6.4007e-03  6.4007e-03 
8.3550e+02  6.3349e-03  6.3349e-03 
8.3600e+02  6.2697e-03  6.2697e-03 
8.3650e+02  6.2052e-03  6.2052e-03 
8.3700e+02  6.1414e-03  6.1414e-03 
8.3750e+02  6.0783e-03  6.0783e-03 
8.3800e+02  6.0157e-03  6.0157e-03 
8.3850e+02  5.9539e-03  5.9539e-03 
8.3900e+02  5.8926e-03  5.8926e-03 
8.3950e+02  5.8320e-03  5.8320e-03 
8.4000e+02  5.7720e-03  5.7720e-03 
8.4050e+02  5.7127e-03  5.7127e-03 
8.4100e+02  5.6539e-03  5.6539e-03 
8.4150e+02  5.5958e-03  5.5958e-03 
8.4200e+02  5.5382e-03  5.5382e-03 
8.4250e+02  5.4813e-03  5.4813e-03 
8.4300e+02  5.4249e-03  5.4249e-03 
8.4350e+02  5.3691e-03  5.3691e-03 
8.4400e+02  5.3139e-03  5.3139e-03 
8.4450e+02  5.2592e-03  5.2592e-03 
8.4500e+02  5.2051e-03  5.2051e-03 
8.4550e+02  5.1516e-03  5.1516e-03 
8.4600e+02  5.0986e-03  5.0986e-03 
8.4650e+02  5.0462e-03  5.0462e-03 
8.4700e+02  4.9943e-03  4.9943e-03 
8.4750e+02  4.9429e-03  4.9429e-03 
8.4800e+02  4.8921e-03  4.8921e-03 
8.4850e+02  4.8417e-03  4.8417e-03 
8.4900e+02  4.7919e-03  4.7919e-03 
8.4950e+02  4.7427e-03  4.7427e-03 
8.5000e+02  4.6939e-03  4.6939e-03 
8.5050e+02  4.6456e-03  4.6456e-03 
8.5100e+02  4.5978e-03  4.5978e-03 
8.5150e+02  4.5505e-03  4.5505e-03 
8.5200e+02  4.5037e-03  4.5037e-03 
8.5250e+02  4.4574e-03  4.4574e-03 
8.5300e+02  4.4116e-03  4.4116e-03 
8.5350e+02  4.3662e-03  4.3662e-03 
8.5400e+02  4.3213e-03  4.3213e-03 
8.5450e+02  4.2768e-03  4.2768e-03 
8.5500e+02  4.2329e-03  4.2329e-03 
8.5550e+02  4.1893e-03  4.1893e-03 
8.5600e+02  4.1462e-03  4.1462e-03 
8.5650e+02  4.1036e-03  4.1036e-03 
8.5700e+02  4.0614e-03  4.0614e-03 
8.5750e+02  4.0196e-03  4.0196e-03 
8.5800e+02  3.9783e-03  3.9783e-03 
8.5850e+02  3.9374e-03  3.9374e-03 
8.5900e+02  3.8969e-03  3.8969e-03 
8.5950e+02  3.8568e-03  3.8568e-03 
8.6000e+02  3.8171e-03  3.8171e-03 
8.6050e+02  3.7778e-03  3.7778e-03 
8.6100e+02  3.7390e-03  3.7390e-03 
8.6150e+02  3.7005e-03  3.7005e-03 
8.6200e+02  3.6625e-03  3.6625e-03 
8.6250e+02  3.6248e-03  3.6248e-03 
8.6300e+02  3.5875e-03  3.5875e-03 
8.6350e+02  3.5506e-03  3.5506e-03 
8.6400e+02  3.5141e-03  3.5141e-03 
8.6450e+02  3.4780e-03  3.4780e-03 
8.6500e+02  3.4422e-03  3.4422e-03 
8.6550e+02  3.4068e-03  3.4068e-03 
8.6600e+02  3.3718e-03  3.3718e-03 
8.6650e+02  3.3371e-03  3.3371e-03 
8.6700e+02  3.3028e-03  3.3028e-03 
8.6750e+02  3.2688e-03  3.2688e-03 
8.6800e+02  3.2352e-03  3.2352e-03 
8.6850e+02  3.2019e-03  3.2019e-03 
8.6900e+02  3.1690e-03  3.1690e-03 
8.6950e+02  3.1364e-03  3.1364e-03 
8.7000e+02  3.1041e-03  3.1041e-03 
8.7050e+02  3.0722e-03  3.0722e-03 
8.7100e+02  3.0406e-03  3.0406e-03 
8.7150e+02  3.0093e-03  3.0093e-03 
8.7200e+02  2.9784e-03  2.9784e-03 
8.7250e+02  2.9477e-03  2.9477e-03 
8.7300e+02  2.9174e-03  2.9174e-03 
8.7350e+02  2.8874e-03  2.8874e-03 
8.7400e+02  2.8577e-03  2.8577e-03 
8.7450e+02  2.8283e-03  2.8283e-03 
8.7500e+02  2.7992e-03  2.7992e-03 
8.7550e+02  2.7704e-03  2.7704e-03 
8.7600e+02  2.7419e-03  2.7419e-03 
8.7650e+02  2.7137e-03  2.7137e-03 
8.7700e+02  2.6858e-03  2.6858e-03 
8.7750e+02  2.6582e-03  2.6582e-03 
8.7800e+02  2.6309e-03  2.6309e-03 
8.7850e+02  2.6038e-03  2.6038e-03 
8.7900e+02  2.5770e-03  2.5770e-03 
8.7950e+02  2.5505e-03  2.5505e-03 
8.8000e+02  2.5243e-03  2.5243e-03 
8.8050e+02  2.4983e-03  2.4983e-03 
8.8100e+02  2.4726e-03  2.4726e-03 
8.8150e+02  2.4472e-03  2.4472e-03 
8.8200e+02  2.4220e-03  2.4220e-03 
8.8250e+02  2.3971e-03  2.3971e-03 
8.8300e+02  2.3725e-03  2.3725e-03 
8.8350e+02  2.3481e-03  2.3481e-03 
8.8400e+02  2.3239e-03  2.3239e-03 
8.8450e+02  2.3000e-03  2.3000e-03 
8.8500e+02  2.2764e-03  2.2764e-03 
8.8550e+02  2.2529e-03  2.2529e-03 
8.8600e+02  2.2298e-03  2.2298e-03 
8.8650e+02  2.2068e-03  2.2068e-03 
8.8700e+02  2.1841e-03  2.1841e-03 
8.8750e+02  2.1617e-03  2.1617e-03 
8.8800e+02  2.1394e-03  2.1394e-03 
8.8850e+02  2.1174e-03  2.1174e-03 
8.8900e+02  2.0957e-03  2.0957e-03 
8.8950e+02  2.0741e-03  2.0741e-03 
8.9000e+02  2.0528e-03  2.0528e-03 
8.9050e+02  2.0317e-03  2.0317e-03 
8.9100e+02  2.0108e-03  2.0108e-03 
8.9150e+02  1.9901e-03  1.9901e-03 
8.9200e+02  1.9696e-03  1.9696e-03 
8.9250e+02  1.9494e-03  1.9494e-03 
8.9300e+02  1.9293e-03  1.9293e-03 
8.9350e+02  1.9095e-03  1.9095e-03 
8.9400e+02  1.8898e-03  1.8898e-03 
8.9450e+02  1.8704e-03  1.8704e-03 
8.9500e+02  1.8512e-03  1.8512e-03 
8.9550e+02  1.8321e-03  1.8321e-03 
8.9600e+02  1.8133e-03  1.8133e-03 
8.9650e+02  1.7946e-03  1.7946e-03 
8.9700e+02  1.7762e-03  1.7762e-03 
8.9750e+02  1.7579e-03  1.7579e-03 
8.9800e+02  1.7398e-03  1.7398e-03 
8.9850e+02  1.7219e-03  1.7219e-03 
8.9900e+02  1.7042e-03  1.7042e-03 
8.9950e+02  1.6867e-03  1.6867e-03 
9.0000e+02  1.6693e-03  1.6693e-03 
9.0050e+02  1.6522e-03  1.6522e-03 
9.0100e+02  1.6352e-03  1.6352e-03 
9.0150e+02  1.6184e-03  1.6184e-03 
9.0200e+02  1.6017e-03  1.6017e-03 
9.0250e+02  1.5852e-03  1.5852e-03 
9.0300e+02  1.5689e-03  1.5689e-03 
9.0350e+02  1.5528e-03  1.5528e-03 
9.0400e+02  1.5368e-03  1.5368e-03 
9.0450e+02  1.5210e-03  1.5210e-03 
9.0500e+02  1.5054e-03  1.5054e-03 
9.0550e+02  1.4899e-03  1.4899e-03 
9.0600e+02  1.4746e-03  1.4746e-03 
9.0650e+02  1.4594e-03  1.4594e-03 
9.0700e+02  1.4444e-03  1.4444e-03 
9.0750e+02  1.4295e-03  1.4295e-03 
9.0800e+02  1.4148e-03  1.4148e-03 
9.0850e+02  1.4003e-03  1.4003e-03 
9.0900e+02  1.3859e-03  1.3859e-03 
9.0950e+02  1.3716e-03  1.3716e-03 
9.1000e+02  1.3575e-03  1.3575e-03 
9.1050e+02  1.3436e-03  1.3436e-03 
9.1100e+02  1.3297e-03  1.3297e-03 
9.1150e+02  1.3161e-03  1.3161e-03 
9.1200e+02  1.3025e-03  1.3025e-03 
9.1250e+02  1.2891e-03  1.2891e-03 
9.1300e+02  1.2759e-03  1.2759e-03 
9.1350e+02  1.2628e-03  1.2628e-03 
9.1400e+02  1.2498e-03  1.2498e-03 
9.1450e+02  1.2369e-03  1.2369e-03 
9.1500e+02  1.2242e-03  1.2242e-03 
9.1550e+02  1.2116e-03  1.2116e-03 
9.1600e+02  1.1991e-03  1.1991e-03 
9.1650e+02  1.1868e-03  1.1868e-03 
9.1700e+02  1.1746e-03  1.1746e-03 
9.1750e+02  1.1625e-03  1.1625e-03 
9.1800e+02  1.1506e-03  1.1506e-03 
9.1850e+02  1.1387e-03  1.1387e-03 
9.1900e+02  1.1270e-03  1.1270e-03 
9.1950e+02  1.1154e-03  1.1154e-03 
9.2000e+02  1.1040e-03  1.1040e-03 
9.2050e+02  1.0926e-03  1.0926e-03 
9.2100e+02  1.0814e-03  1.0814e-03 
9.2150e+02  1.0702e-03  1.0702e-03 
9.2200e+02  1.0592e-03  1.0592e-03 
9.2250e+02  1.0483e-03  1.0483e-03 
9.2300e+02  1.0376e-03  1.0376e-03 
9.2350e+02  1.0269e-03  1.0269e-03 
9.2400e+02  1.0163e-03  1.0163e-03 
9.2450e+02  1.0059e-03  1.0059e-03 
9.2500e+02  9.9552e-04  9.9552e-04 
9.2550e+02  9.8528e-04  9.8528e-04 
9.2600e+02  9.7515e-04  9.7515e-04 
9.2650e+02  9.6512e-04  9.6512e-04 
9.2700e+02  9.5519e-04  9.5519e-04 
9.2750e+02  9.4537e-04  9.4537e-04 
9.2800e+02  9.3565e-04  9.3565e-04 
9.2850e+02  9.2602e-04  9.2602e-04 
9.2900e+02  9.1650e-04  9.1650e-04 
9.2950e+02  9.0707e-04  9.0707e-04 
9.3000e+02  8.9774e-04  8.9774e-04 
9.3050e+02  8.8851e-04  8.8851e-04 
9.3100e+02  8.7937e-04  8.7937e-04 
9.3150e+02  8.7033e-04  8.7033e-04 
9.3200e+02  8.6138e-04  8.6138e-04 
9.3250e+02  8.5252e-04  8.5252e-04 
9.3300e+02  8.4375e-04  8.4375e-04 
9.3350e+02  8.3507e-04  8.3507e-04 
9.3400e+02  8.2648e-04  8.2648e-04 
9.3450e+02  8.1798e-04  8.1798e-04 
9.3500e+02  8.0957e-04  8.0957e-04 
9.3550e+02  8.0124e-04  8.0124e-04 
9.3600e+02  7.9300e-04  7.9300e-04 
9.3650e+02  7.8484e-04  7.8484e-04 
9.3700e+02  7.7677e-04  7.7677e-04 
9.3750e+02  7.6878e-04  7.6878e-04 
9.3800e+02  7.6088e-04  7.6088e-04 
9.3850e+02  7.5305e-04  7.5305e-04 
9.3900e+02  7.4531e-04  7.4531e-04 
9.3950e+02  7.3764e-04  7.3764e-04 
9.4000e+02  7.3005e-04  7.3005e-04 
9.4050e+02  7.2254e-04  7.2254e-04 
9.4100e+02  7.1511e-04  7.1511e-04 
9.4150e+02  7.0776e-04  7.0776e-04 
9.4200e+02  7.0048e-04  7.0048e-04 
9.4250e+02  6.9327e-04  6.9327e-04 
9.4300e+02  6.8614e-04  6.8614e-04 
9.4350e+02  6.7909e-04  6.7909e-04 
9.4400e+02  6.7210e-04  6.7210e-04 
9.4450e+02  6.6519e-04  6.6519e-04 
9.4500e+02  6.5835e-04  6.5835e-04 
9.4550e+02  6.5158e-04  6.5158e-04 
9.4600e+02  6.4488e-04  6.4488e-04 
9.4650e+02  6.3824e-04  6.3824e-04 
9.4700e+02  6.3168e-04  6.3168e-04 
9.4750e+02  6.2518e-04  6.2518e-04 
9.4800e+02  6.1875e-04  6.1875e-04 
9.4850e+02  6.1239e-04  6.1239e-04 
9.4900e+02  6.0609e-04  6.0609e-04 
9.4950e+02  5.9986e-04  5.9986e-04 
9.5000e+02  5.9369e-04  5.9369e-04 
9.5050e+02  5.8758e-04  5.8758e-04 
9.5100e+02  5.8154e-04  5.8154e-04 
9.5150e+02  5.7556e-04  5.7556e-04 
9.5200e+02  5.6964e-04  5.6964e-04 
9.5250e+02  5.6378e-04  5.6378e-04 
9.5300e+02  5.5798e-04  5.5798e-04 
9.5350e+02  5.5224e-04  5.5224e-04 
9.5400e+02  5.4656e-04  5.4656e-04 
9.5450e+02  5.4094e-04  5.4094e-04 
9.5500e+02  5.3537e-04  5.3537e-04 
9.5550e+02  5.2987e-04  5.2987e-04 
9.5600e+02  5.2442e-04  5.2442e-04 
9.5650e+02  5.1903e-04  5.1903e-04 
9.5700e+02  5.1369e-04  5.1369e-04 
9.5750e+02  5.0840e-04  5.0840e-04 
9.5800e+02  5.0317e-04  5.0317e-04 
9.5850e+02  4.9800e-04  4.9800e-04 
9.5900e+02  4.9288e-04  4.9288e-04 
9.5950e+02  4.8781e-04  4.8781e-04 
9.6000e+02  4.8279e-04  4.8279e-04 
9.6050e+02  4.7783e-04  4.7783e-04 
9.6100e+02  4.7291e-04  4.7291e-04 
9.6150e+02  4.6805e-04  4.6805e-04 
9.6200e+02  4.6323e-04  4.6323e-04 
9.6250e+02  4.5847e-04  4.5847e-04 
9.6300e+02  4.5375e-04  4.5375e-04 
9.6350e+02  4.4909e-04  4.4909e-04 
9.6400e+02  4.4447e-04  4.4447e-04 
9.6450e+02  4.3990e-04  4.3990e-04 
9.6500e+02  4.3537e-04  4.3537e-04 
9.6550e+02  4.3089e-04  4.3089e-04 
9.6600e+02  4.2646e-04  4.2646e-04 
9.6650e+02  4.2208e-04  4.2208e-04 
9.6700e+02  4.1774e-04  4.1774e-04 
9.6750e+02  4.1344e-04  4.1344e-04 
9.6800e+02  4.0919e-04  4.0919e-04 
9.6850e+02  4.0498e-04  4.0498e-04 
9.6900e+02  4.0081e-04  4.0081e-04 
9.6950e+02  3.9669e-04  3.9669e-04 
9.7000e+02  3.9261e-04  3.9261e-04 
9.7050e+02  3.8857e-04  3.8857e-04 
9.7100e+02  3.8458e-04  3.8458e-04 
9.7150e+02  3.8062e-04  3.8062e-04 
9.7200e+02  3.7671e-04  3.7671e-04 
9.7250e+02  3.7283e-04  3.7283e-04 
9.7300e+02  3.6900e-04  3.6900e-04 
9.7350e+02  3.6520e-04  3.6520e-04 
9.7400e+02  3.6145e-04  3.6145e-04 
9.7450e+02  3.5773e-04  3.5773e-04 
9.7500e+02  3.5405e-04  3.5405e-04 
9.7550e+02  3.5041e-04  3.5041e-04 
9.7600e+02  3.4680e-04  3.4680e-04 
9.7650e+02  3.4324e-04  3.4324e-04 
9.7700e+02  3.3971e-04  3.3971e-04 
9.7750e+02  3.3621e-04  3.3621e-04 
9.7800e+02  3.3275e-04  3.3275e-04 
9.7850e+02  3.2933e-04  3.2933e-04 
9.7900e+02  3.2595e-04  3.2595e-04 
9.7950e+02  3.2259e-04  3.2259e-04 
9.8000e+02  3.1927e-04  3.1927e-04 
9.8050e+02  3.1599e-04  3.1599e-04 
9.8100e+02  3.1274e-04  3.1274e-04 
9.8150e+02  3.0952e-04  3.0952e-04 
9.8200e+02  3.0634e-04  3.0634e-04 
9.8250e+02  3.0319e-04  3.0319e-04 
9.8300e+02  3.0007e-04  3.0007e-04 
9.8350e+02  2.9699e-04  2.9699e-04 
9.8400e+02  2.9393e-04  2.9393e-04 
9.8450e+02  2.9091e-04  2.9091e-04 
9.8500e+02  2.8792e-04  2.8792e-04 
9.8550e+02  2.8495e-04  2.8495e-04 
9.8600e+02  2.8202e-04  2.8202e-04 
9.8650e+02  2.7912e-04  2.7912e-04 
9.8700e+02  2.7625e-04  2.7625e-04 
9.8750e+02  2.7341e-04  2.7341e-04 
9.8800e+02  2.7060e-04  2.7060e-04 
9.8850e+02  2.6782e-04  2.6782e-04 
9.8900e+02  2.6506e-04  2.6506e-04 
9.8950e+02  2.6234e-04  2.6234e-04 
9.9000e+02  2.5964e-04  2.5964e-04 
9.9050e+02  2.5697e-04  2.5697e-04 
9.9100e+02  2.5432e-04  2.5432e-04 
9.9150e+02  2.5171e-04  2.5171e-04 
9.9200e+02  2.4912e-04  2.4912e-04 
9.9250e+02  2.4656e-04  2.4656e-04 
9.9300e+02  2.4402e-04  2.4402e-04 
9.9350e+02  2.4151e-04  2.4151e-04 
9.9400e+02  2.3903e-04  2.3903e-04 
9.9450e+02  2.3657e-04  2.3657e-04 
9.9500e+02  2.3414e-04  2.3414e-04 
9.9550e+02  2.3173e-04  2.3173e-04 
9.9600e+02  2.2934e-04  2.2934e-04 
9.9650e+02  2.2699e-04  2.2699e-04 
9.9700e+02  2.2465e-04  2.2465e-04 
9.9750e+02  2.2234e-04  2.2234e-04 
9.9800e+02  2.2005e-04  2.2005e-04 
