
 Matriz Global Terminada 
 3.2222e+05 9.6667e+06 -3.2222e+05 9.6667e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 9.6667e+06 3.8667e+08 -9.6667e+06 1.9333e+08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 -3.2222e+05 -9.6667e+06 6.4444e+05 0.0000e+00 -3.2222e+05 9.6667e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 9.6667e+06 1.9333e+08 0.0000e+00 7.7333e+08 -9.6667e+06 1.9333e+08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 0.0000e+00 0.0000e+00 -3.2222e+05 -9.6667e+06 6.4444e+05 0.0000e+00 -3.2222e+05 9.6667e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 0.0000e+00 0.0000e+00 9.6667e+06 1.9333e+08 0.0000e+00 7.7333e+08 -9.6667e+06 1.9333e+08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -3.2222e+05 -9.6667e+06 6.4444e+05 0.0000e+00 -3.2222e+05 9.6667e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.6667e+06 1.9333e+08 0.0000e+00 7.7333e+08 -9.6667e+06 1.9333e+08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -3.2222e+05 -9.6667e+06 6.4444e+05 0.0000e+00 -3.2222e+05 9.6667e+06 0.0000e+00 0.0000e+00 
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.6667e+06 1.9333e+08 0.0000e+00 7.7333e+08 -9.6667e+06 1.9333e+08 0.0000e+00 0.0000e+00 
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -3.2222e+05 -9.6667e+06 6.4444e+05 0.0000e+00 -3.2222e+05 9.6667e+06 
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.6667e+06 1.9333e+08 0.0000e+00 7.7333e+08 -9.6667e+06 1.9333e+08 
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -3.2222e+05 -9.6667e+06 3.2222e+05 -9.6667e+06 
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.6667e+06 1.9333e+08 -9.6667e+06 3.8667e+08 
