.000E+00        1    0.10000E+03
.000E+00        2    0.00000E+00
.000E+00        3    0.00000E+00
.000E+00        4    0.00000E+00
.000E+00        5    0.00000E+00
.000E+00        6    0.00000E+00
.000E+00        7    0.00000E+00
.000E+00        8    0.00000E+00
.000E+00        9    0.00000E+00
.000E+00       10    0.00000E+00
.000E+00       11    0.50000E+02


.700E+00        1    0.10000E+03
.700E+00        2    0.38237E+02
.700E+00        3    0.73105E+01
.700E+00        4    0.13986E+01
.700E+00        5    0.27209E+00
.700E+00        6    0.76628E-01
.700E+00        7    0.14337E+00
.700E+00        8    0.70068E+00
.700E+00        9    0.36555E+01
.700E+00       10    0.19119E+02
.700E+00       11    0.50000E+02


.140E+01        1    0.10000E+03
.140E+01        2    0.51926E+02
.140E+01        3    0.19857E+02
.140E+01        4    0.57028E+01
.140E+01        5    0.14912E+01
.140E+01        6    0.52030E+00
.140E+01        7    0.80531E+00
.140E+01        8    0.28647E+01
.140E+01        9    0.99313E+01
.140E+01       10    0.25964E+02
.140E+01       11    0.50000E+02


.210E+01        1    0.10000E+03
.210E+01        2    0.59504E+02
.210E+01        3    0.28933E+02
.210E+01        4    0.11502E+02
.210E+01        5    0.39745E+01
.210E+01        6    0.17029E+01
.210E+01        7    0.22216E+01
.210E+01        8    0.58123E+01
.210E+01        9    0.14482E+02
.210E+01       10    0.29756E+02
.210E+01       11    0.50000E+02


.280E+01        1    0.10000E+03
.280E+01        2    0.64414E+02
.280E+01        3    0.35703E+02
.280E+01        4    0.17018E+02
.280E+01        5    0.73032E+01
.280E+01        6    0.37218E+01
.280E+01        7    0.42585E+01
.280E+01        8    0.86926E+01
.280E+01        9    0.17904E+02
.280E+01       10    0.32220E+02
.280E+01       11    0.50000E+02


.350E+01        1    0.10000E+03
.350E+01        2    0.67920E+02
.350E+01        3    0.40962E+02
.350E+01        4    0.21973E+02
.350E+01        5    0.10967E+02
.350E+01        6    0.63639E+01
.350E+01        7    0.66833E+01
.350E+01        8    0.11402E+02
.350E+01        9    0.20615E+02
.350E+01       10    0.33998E+02
.350E+01       11    0.50000E+02


.420E+01        1    0.10000E+03
.420E+01        2    0.70593E+02
.420E+01        3    0.45209E+02
.420E+01        4    0.26389E+02
.420E+01        5    0.14695E+02
.420E+01        6    0.93557E+01
.420E+01        7    0.93309E+01
.420E+01        8    0.13966E+02
.420E+01        9    0.22881E+02
.420E+01       10    0.35382E+02
.420E+01       11    0.50000E+02


.490E+01        1    0.10000E+03
.490E+01        2    0.72731E+02
.490E+01        3    0.48754E+02
.490E+01        4    0.30345E+02
.490E+01        5    0.18348E+02
.490E+01        6    0.12497E+02
.490E+01        7    0.12082E+02
.490E+01        8    0.16419E+02
.490E+01        9    0.24868E+02
.490E+01       10    0.36530E+02
.490E+01       11    0.50000E+02


.560E+01        1    0.10000E+03
.560E+01        2    0.74506E+02
.560E+01        3    0.51795E+02
.560E+01        4    0.33919E+02
.560E+01        5    0.21858E+02
.560E+01        6    0.15661E+02
.560E+01        7    0.14854E+02
.560E+01        8    0.18780E+02
.560E+01        9    0.26673E+02
.560E+01       10    0.37530E+02
.560E+01       11    0.50000E+02


