1.878297101099823043e+07 9.391485505499115214e+06 -1.878297101099823043e+07 -9.391485505499115214e+06
9.391485505499115214e+06 4.695742752749557607e+06 -9.391485505499115214e+06 -4.695742752749557607e+06
-1.878297101099823043e+07 -9.391485505499115214e+06 1.878297101099823043e+07 9.391485505499115214e+06
-9.391485505499115214e+06 -4.695742752749557607e+06 9.391485505499115214e+06 4.695742752749557607e+06

2.625000000000000000e+07 0.000000000000000000e+00 -2.625000000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.625000000000000000e+07 0.000000000000000000e+00 2.625000000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00

0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.050000000000000000e+08 0.000000000000000000e+00 -1.050000000000000000e+08
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.050000000000000000e+08 0.000000000000000000e+00 1.050000000000000000e+08

1.878297101099823043e+07 -9.391485505499115214e+06 -1.878297101099823043e+07 9.391485505499115214e+06
-9.391485505499115214e+06 4.695742752749557607e+06 9.391485505499115214e+06 -4.695742752749557607e+06
-1.878297101099823043e+07 9.391485505499115214e+06 1.878297101099823043e+07 -9.391485505499115214e+06
9.391485505499115214e+06 -4.695742752749557607e+06 -9.391485505499115214e+06 4.695742752749557607e+06

2.625000000000000000e+07 0.000000000000000000e+00 -2.625000000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.625000000000000000e+07 0.000000000000000000e+00 2.625000000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
